Hour,Region,FacilityLoad_MW,AvailableRenewable_MW,DirectRenewable_MW,RenewableCharge_MW,GridCharge_MW,DischargePower_MW,GridLoad_MW,GridPurchase_MW,GridSell_MW,Curtailment_MW,NetGridImport_MW,SOC_MWh,ElectricityPrice_CNY_per_MWh,SellPrice_CNY_per_MWh,CarbonIntensity_tCO2_per_MWh
61,RegionB,453.5811,1012.13,453.5811,0.0,0.0,0.0,0.0,0.0,0.0,558.5489,0.0,144.0,701.69,0.0,0.5468
62,RegionB,435.33449955004505,950.0,435.33449955004505,0.0,0.0,0.0,0.0,0.0,0.0,514.665500449955,0.0,144.0,701.49,0.0,0.5479
63,RegionB,393.98400044995503,877.65,393.98400044995503,0.0,0.0,0.0,0.0,0.0,0.0,483.66599955004494,0.0,144.0,701.28,0.0,0.5521
64,RegionB,345.05325000000005,800.0,345.05325000000005,0.0,0.0,0.0,0.0,0.0,0.0,454.94674999999995,0.0,144.0,701.07,0.0,0.559
65,RegionB,318.262499550045,722.35,318.262499550045,0.0,0.0,0.0,0.0,0.0,0.0,404.08750044995503,0.0,144.0,1016.22,0.0,0.5681
66,RegionB,328.67100044995505,650.0,328.67100044995505,0.0,0.0,0.0,0.0,0.0,0.0,321.32899955004495,0.0,144.0,1015.88,0.0,0.5788
67,RegionB,277.573499550045,587.87,277.573499550045,0.0,0.0,0.0,0.0,0.0,0.0,310.296500449955,0.0,144.0,1015.52,0.0,0.5903
68,RegionB,359.478,540.19,359.478,0.0,0.0,0.0,0.0,0.0,0.0,180.71200000000005,0.0,144.0,1015.16,0.0,0.6018
69,RegionB,356.872500449955,510.22,356.872500449955,0.0,0.0,0.0,0.0,0.0,0.0,153.34749955004503,0.0,144.0,1014.78,0.0,0.6125
70,RegionB,388.27350000000007,500.0,388.27350000000007,0.0,0.0,0.0,0.0,0.0,0.0,111.72649999999993,0.0,144.0,629.62,0.0,0.6215
71,RegionB,466.047000449955,510.22,466.047000449955,0.0,0.0,0.0,0.0,0.0,0.0,44.172999550045006,0.0,144.0,629.37,0.0,0.6283
72,RegionB,461.241,540.19,461.241,0.0,0.0,0.0,0.0,0.0,0.0,78.94900000000007,0.0,144.0,454.36,0.0,0.6324
73,RegionB,531.359999550045,587.87,531.359999550045,0.0,0.0,0.0,0.0,0.0,0.0,56.51000044995499,0.0,144.0,454.17,0.0,0.6334
74,RegionB,531.359999550045,650.0,531.359999550045,0.0,0.0,0.0,0.0,0.0,0.0,118.64000044995498,0.0,144.0,453.98,0.0,0.6312
75,RegionB,531.36,722.35,531.36,0.0,0.0,0.0,0.0,0.0,0.0,190.99,0.0,144.0,453.78,0.0,0.6259
76,RegionB,531.360000449955,800.0,531.360000449955,0.0,0.0,0.0,0.0,0.0,0.0,268.639999550045,0.0,144.0,453.59,0.0,0.6179
77,RegionB,531.359999550045,877.65,531.359999550045,0.0,0.0,0.0,0.0,0.0,0.0,346.29000044995496,0.0,144.0,453.38,0.0,0.6077
78,RegionB,531.360000449955,950.0,531.360000449955,0.0,0.0,0.0,0.0,0.0,0.0,418.639999550045,0.0,144.0,453.18,0.0,0.5959
79,RegionB,531.360000449955,1012.13,531.360000449955,0.0,0.0,0.0,0.0,0.0,0.0,480.769999550045,0.0,144.0,696.88,0.0,0.5832
80,RegionB,531.360000449955,1059.81,531.360000449955,0.0,0.0,0.0,0.0,0.0,0.0,528.4499995500449,0.0,144.0,696.56,0.0,0.5706
81,RegionB,531.36,1089.78,531.36,0.0,0.0,0.0,0.0,0.0,0.0,558.42,0.0,144.0,696.24,0.0,0.5587
82,RegionB,531.36,1100.0,531.36,0.0,0.0,0.0,0.0,0.0,0.0,568.64,0.0,144.0,695.92,0.0,0.5485
83,RegionB,511.1505,1089.78,511.1505,0.0,0.0,0.0,0.0,0.0,0.0,578.6295,0.0,144.0,695.59,0.0,0.5405
84,RegionB,467.43750000000006,1059.81,467.43750000000006,0.0,0.0,0.0,0.0,0.0,0.0,592.3725,0.0,144.0,695.27,0.0,0.5352
85,RegionB,459.19845000000004,1012.13,459.19845000000004,0.0,0.0,0.0,0.0,0.0,0.0,552.93155,0.0,144.0,694.94,0.0,0.5329
86,RegionB,440.89920000000006,950.0,440.89920000000006,0.0,0.0,0.0,0.0,0.0,0.0,509.10079999999994,0.0,144.0,694.62,0.0,0.5339
87,RegionB,398.698200449955,877.65,398.698200449955,0.0,0.0,0.0,0.0,0.0,0.0,478.951799550045,0.0,144.0,694.29,0.0,0.5379
88,RegionB,329.30550044995505,800.0,329.30550044995505,0.0,0.0,0.0,0.0,0.0,0.0,470.69449955004495,0.0,144.0,693.97,0.0,0.5446
89,RegionB,310.81049955004505,722.35,310.81049955004505,0.0,0.0,0.0,0.0,0.0,0.0,411.53950044995497,0.0,144.0,1005.8,0.0,0.5536
90,RegionB,346.2749995500451,650.0,346.2749995500451,0.0,0.0,0.0,0.0,0.0,0.0,303.7250004499549,0.0,144.0,1005.34,0.0,0.5641
91,RegionB,319.437,587.87,319.437,0.0,0.0,0.0,0.0,0.0,0.0,268.433,0.0,144.0,1004.88,0.0,0.5755
92,RegionB,353.1600000000001,540.19,353.1600000000001,0.0,0.0,0.0,0.0,0.0,0.0,187.02999999999997,0.0,144.0,1004.43,0.0,0.5869
93,RegionB,378.83700000000005,510.22,378.83700000000005,0.0,0.0,0.0,0.0,0.0,0.0,131.38299999999998,0.0,144.0,1003.99,0.0,0.5975
94,RegionB,356.4135,500.0,356.4135,0.0,0.0,0.0,0.0,0.0,0.0,143.5865,0.0,144.0,622.89,0.0,0.6065
95,RegionB,428.00399999999996,510.22,428.00399999999996,0.0,0.0,0.0,0.0,0.0,0.0,82.21600000000007,0.0,144.0,622.63,0.0,0.6132
96,RegionB,453.76200000000006,540.19,453.76200000000006,0.0,0.0,0.0,0.0,0.0,0.0,86.428,0.0,144.0,449.48,0.0,0.6173
97,RegionB,530.7525,587.87,530.7525,0.0,0.0,0.0,0.0,0.0,0.0,57.11749999999995,0.0,144.0,449.3,0.0,0.6183
98,RegionB,531.359999550045,650.0,531.359999550045,0.0,0.0,0.0,0.0,0.0,0.0,118.64000044995498,0.0,144.0,449.12,0.0,0.6161
99,RegionB,531.36,722.35,531.36,0.0,0.0,0.0,0.0,0.0,0.0,190.99,0.0,144.0,448.94,0.0,0.6109
100,RegionB,531.3600004499551,800.0,531.3600004499551,0.0,0.0,0.0,0.0,0.0,0.0,268.6399995500449,0.0,144.0,448.77,0.0,0.603
101,RegionB,531.36,877.65,531.36,0.0,0.0,0.0,0.0,0.0,0.0,346.28999999999996,0.0,144.0,448.61,0.0,0.5929
102,RegionB,531.36,950.0,531.36,0.0,0.0,0.0,0.0,0.0,0.0,418.64,0.0,144.0,448.45,0.0,0.5812
103,RegionB,531.359999550045,1012.13,531.359999550045,0.0,0.0,0.0,0.0,0.0,0.0,480.770000449955,0.0,144.0,689.68,0.0,0.5687
104,RegionB,531.359999550045,1059.81,531.359999550045,0.0,0.0,0.0,0.0,0.0,0.0,528.4500004499549,0.0,144.0,689.45,0.0,0.5562
105,RegionB,531.36,1089.78,531.36,0.0,0.0,0.0,0.0,0.0,0.0,558.42,0.0,144.0,689.24,0.0,0.5445
106,RegionB,531.359999550045,1100.0,531.359999550045,0.0,0.0,0.0,0.0,0.0,0.0,568.640000449955,0.0,144.0,689.03,0.0,0.5344
107,RegionB,531.360000449955,1089.78,531.360000449955,0.0,0.0,0.0,0.0,0.0,0.0,558.419999550045,0.0,144.0,688.83,0.0,0.5266
108,RegionB,478.8585,1059.81,478.8585,0.0,0.0,0.0,0.0,0.0,0.0,580.9514999999999,0.0,144.0,688.65,0.0,0.5216
109,RegionB,424.61549955004494,1012.13,424.61549955004494,0.0,0.0,0.0,0.0,0.0,0.0,587.514500449955,0.0,144.0,688.47,0.0,0.5196
110,RegionB,408.38984999999997,950.0,408.38984999999997,0.0,0.0,0.0,0.0,0.0,0.0,541.61015,0.0,144.0,688.31,0.0,0.5208
111,RegionB,388.65825000000007,877.65,388.65825000000007,0.0,0.0,0.0,0.0,0.0,0.0,488.9917499999999,0.0,144.0,688.16,0.0,0.5251
112,RegionB,328.02299955004503,800.0,328.02299955004503,0.0,0.0,0.0,0.0,0.0,0.0,471.97700044995497,0.0,144.0,688.02,0.0,0.5321
113,RegionB,316.129499550045,722.35,316.129499550045,0.0,0.0,0.0,0.0,0.0,0.0,406.220500449955,0.0,144.0,997.44,0.0,0.5414
114,RegionB,322.947000449955,650.0,322.947000449955,0.0,0.0,0.0,0.0,0.0,0.0,327.052999550045,0.0,144.0,997.28,0.0,0.5523
115,RegionB,299.916000449955,587.87,299.916000449955,0.0,0.0,0.0,0.0,0.0,0.0,287.953999550045,0.0,144.0,997.13,0.0,0.5641
116,RegionB,309.12300044995504,540.19,309.12300044995504,0.0,0.0,0.0,0.0,0.0,0.0,231.066999550045,0.0,144.0,997.0,0.0,0.5758
117,RegionB,360.08549955004503,510.22,360.08549955004503,0.0,0.0,0.0,0.0,0.0,0.0,150.134500449955,0.0,144.0,996.89,0.0,0.5868
118,RegionB,398.76300000000003,500.0,398.76300000000003,0.0,0.0,0.0,0.0,0.0,0.0,101.23699999999997,0.0,144.0,618.71,0.0,0.5962
119,RegionB,433.74149955004503,510.22,433.74149955004503,0.0,0.0,0.0,0.0,0.0,0.0,76.47850044995499,0.0,144.0,618.66,0.0,0.6034
120,RegionB,470.63699955004506,540.19,470.63699955004506,0.0,0.0,0.0,0.0,0.0,0.0,69.553000449955,0.0,144.0,446.79,0.0,0.6079
121,RegionB,531.359999550045,587.87,531.359999550045,0.0,0.0,0.0,0.0,0.0,0.0,56.51000044995499,0.0,144.0,446.78,0.0,0.6093
122,RegionB,531.36,650.0,531.36,0.0,0.0,0.0,0.0,0.0,0.0,118.63999999999999,0.0,144.0,446.78,0.0,0.6076
123,RegionB,531.36,722.35,531.36,0.0,0.0,0.0,0.0,0.0,0.0,190.99,0.0,144.0,446.78,0.0,0.6029
124,RegionB,531.359999550045,800.0,531.359999550045,0.0,0.0,0.0,0.0,0.0,0.0,268.640000449955,0.0,144.0,446.8,0.0,0.5955
125,RegionB,531.36,877.65,531.36,0.0,0.0,0.0,0.0,0.0,0.0,346.28999999999996,0.0,144.0,446.82,0.0,0.5858
126,RegionB,531.3600004499551,950.0,531.3600004499551,0.0,0.0,0.0,0.0,0.0,0.0,418.6399995500449,0.0,144.0,446.86,0.0,0.5746
127,RegionB,531.359999550045,1012.13,531.359999550045,0.0,0.0,0.0,0.0,0.0,0.0,480.770000449955,0.0,144.0,687.54,0.0,0.5626
128,RegionB,531.36,1059.81,531.36,0.0,0.0,0.0,0.0,0.0,0.0,528.4499999999999,0.0,144.0,687.62,0.0,0.5506
129,RegionB,531.36,1089.78,531.36,0.0,0.0,0.0,0.0,0.0,0.0,558.42,0.0,144.0,687.72,0.0,0.5395
130,RegionB,531.3600004499551,1100.0,531.3600004499551,0.0,0.0,0.0,0.0,0.0,0.0,568.6399995500449,0.0,144.0,687.83,0.0,0.53
131,RegionB,497.4480004499551,1089.78,497.4480004499551,0.0,0.0,0.0,0.0,0.0,0.0,592.3319995500449,0.0,144.0,687.95,0.0,0.5227
132,RegionB,484.58250044995503,1059.81,484.58250044995503,0.0,0.0,0.0,0.0,0.0,0.0,575.227499550045,0.0,144.0,688.09,0.0,0.5182
133,RegionB,460.95075,1012.13,460.95075,0.0,0.0,0.0,0.0,0.0,0.0,551.1792499999999,0.0,144.0,688.24,0.0,0.5168
134,RegionB,420.781499550045,950.0,420.781499550045,0.0,0.0,0.0,0.0,0.0,0.0,529.218500449955,0.0,144.0,688.41,0.0,0.5186
135,RegionB,392.07914955004503,877.65,392.07914955004503,0.0,0.0,0.0,0.0,0.0,0.0,485.57085044995495,0.0,144.0,688.59,0.0,0.5234
136,RegionB,359.2754995500451,800.0,359.2754995500451,0.0,0.0,0.0,0.0,0.0,0.0,440.7245004499549,0.0,144.0,688.78,0.0,0.531
137,RegionB,326.24099955004505,722.35,326.24099955004505,0.0,0.0,0.0,0.0,0.0,0.0,396.109000449955,0.0,144.0,999.04,0.0,0.5409
138,RegionB,277.654500449955,650.0,277.654500449955,0.0,0.0,0.0,0.0,0.0,0.0,372.345499550045,0.0,144.0,999.36,0.0,0.5523
139,RegionB,300.645,587.87,300.645,0.0,0.0,0.0,0.0,0.0,0.0,287.225,0.0,144.0,999.7,0.0,0.5646
140,RegionB,318.68100044995504,540.19,318.68100044995504,0.0,0.0,0.0,0.0,0.0,0.0,221.50899955004502,0.0,144.0,1000.05,0.0,0.5769
141,RegionB,353.99699999999996,510.22,353.99699999999996,0.0,0.0,0.0,0.0,0.0,0.0,156.22300000000007,0.0,144.0,1000.43,0.0,0.5885
142,RegionB,389.90700000000004,500.0,389.90700000000004,0.0,0.0,0.0,0.0,0.0,0.0,110.09299999999996,0.0,144.0,621.2,0.0,0.5984
143,RegionB,438.29099955004506,510.22,438.29099955004506,0.0,0.0,0.0,0.0,0.0,0.0,71.92900044995497,0.0,144.0,621.45,0.0,0.6062
144,RegionB,450.2655000000001,540.19,450.2655000000001,0.0,0.0,0.0,0.0,0.0,0.0,89.92449999999997,0.0,144.0,449.02,0.0,0.6112
145,RegionB,495.97650044995504,587.87,495.97650044995504,0.0,0.0,0.0,0.0,0.0,0.0,91.89349955004496,0.0,144.0,449.22,0.0,0.6132
146,RegionB,531.359999550045,650.0,531.359999550045,0.0,0.0,0.0,0.0,0.0,0.0,118.64000044995498,0.0,144.0,449.42,0.0,0.6121
147,RegionB,531.360000449955,722.35,531.360000449955,0.0,0.0,0.0,0.0,0.0,0.0,190.989999550045,0.0,144.0,449.64,0.0,0.6079
148,RegionB,531.360000449955,800.0,531.360000449955,0.0,0.0,0.0,0.0,0.0,0.0,268.639999550045,0.0,144.0,449.86,0.0,0.601
149,RegionB,531.360000449955,877.65,531.360000449955,0.0,0.0,0.0,0.0,0.0,0.0,346.28999955004497,0.0,144.0,450.08,0.0,0.5919
150,RegionB,531.36,950.0,531.36,0.0,0.0,0.0,0.0,0.0,0.0,418.64,0.0,144.0,450.31,0.0,0.5812
151,RegionB,531.359999550045,1012.13,531.359999550045,0.0,0.0,0.0,0.0,0.0,0.0,480.770000449955,0.0,144.0,693.15,0.0,0.5697
152,RegionB,531.359999550045,1059.81,531.359999550045,0.0,0.0,0.0,0.0,0.0,0.0,528.4500004499549,0.0,144.0,693.53,0.0,0.5582
153,RegionB,531.36,1089.78,531.36,0.0,0.0,0.0,0.0,0.0,0.0,558.42,0.0,144.0,693.91,0.0,0.5475
154,RegionB,531.360000449955,1100.0,531.360000449955,0.0,0.0,0.0,0.0,0.0,0.0,568.639999550045,0.0,144.0,694.3,0.0,0.5385
155,RegionB,531.359999550045,1089.78,531.359999550045,0.0,0.0,0.0,0.0,0.0,0.0,558.420000449955,0.0,144.0,694.7,0.0,0.5317
156,RegionB,485.662499550045,1059.81,485.662499550045,0.0,0.0,0.0,0.0,0.0,0.0,574.1475004499549,0.0,144.0,695.1,0.0,0.5276
157,RegionB,453.73500044995507,1012.13,453.73500044995507,0.0,0.0,0.0,0.0,0.0,0.0,558.394999550045,0.0,144.0,695.51,0.0,0.5266
158,RegionB,430.7350500000001,950.0,430.7350500000001,0.0,0.0,0.0,0.0,0.0,0.0,519.2649499999999,0.0,144.0,695.93,0.0,0.5288
159,RegionB,401.3955,877.65,401.3955,0.0,0.0,0.0,0.0,0.0,0.0,476.25449999999995,0.0,144.0,696.35,0.0,0.5341
160,RegionB,336.15000000000003,800.0,336.15000000000003,0.0,0.0,0.0,0.0,0.0,0.0,463.84999999999997,0.0,144.0,696.77,0.0,0.5421
161,RegionB,315.94050000000004,722.35,315.94050000000004,0.0,0.0,0.0,0.0,0.0,0.0,406.4095,0.0,144.0,1010.94,0.0,0.5523
162,RegionB,310.959000449955,650.0,310.959000449955,0.0,0.0,0.0,0.0,0.0,0.0,339.040999550045,0.0,144.0,1011.57,0.0,0.5641
163,RegionB,310.3245,587.87,310.3245,0.0,0.0,0.0,0.0,0.0,0.0,277.5455,0.0,144.0,1012.2,0.0,0.5768
164,RegionB,318.74850044995503,540.19,318.74850044995503,0.0,0.0,0.0,0.0,0.0,0.0,221.44149955004502,0.0,144.0,1012.84,0.0,0.5894
165,RegionB,379.998000449955,510.22,379.998000449955,0.0,0.0,0.0,0.0,0.0,0.0,130.22199955004504,0.0,144.0,1013.48,0.0,0.6013
166,RegionB,409.8465,500.0,409.8465,0.0,0.0,0.0,0.0,0.0,0.0,90.15350000000001,0.0,144.0,629.46,0.0,0.6115
167,RegionB,433.511999550045,510.22,433.511999550045,0.0,0.0,0.0,0.0,0.0,0.0,76.70800044995502,0.0,144.0,629.85,0.0,0.6195
168,RegionB,456.97500044995496,540.19,456.97500044995496,0.0,0.0,0.0,0.0,0.0,0.0,83.21499955004509,0.0,144.0,455.18,0.0,0.6248
169,RegionB,522.1935000000001,587.87,522.1935000000001,0.0,0.0,0.0,0.0,0.0,0.0,65.67649999999992,0.0,144.0,455.47,0.0,0.6271
170,RegionB,531.360000449955,650.0,531.360000449955,0.0,0.0,0.0,0.0,0.0,0.0,118.63999955004499,0.0,144.0,455.76,0.0,0.6261
171,RegionB,531.359999550045,722.35,531.359999550045,0.0,0.0,0.0,0.0,0.0,0.0,190.990000449955,0.0,144.0,456.05,0.0,0.6221
172,RegionB,531.36,800.0,531.36,0.0,0.0,0.0,0.0,0.0,0.0,268.64,0.0,144.0,456.33,0.0,0.6154
173,RegionB,531.359999550045,877.65,531.359999550045,0.0,0.0,0.0,0.0,0.0,0.0,346.29000044995496,0.0,144.0,456.62,0.0,0.6064
174,RegionB,531.360000449955,950.0,531.360000449955,0.0,0.0,0.0,0.0,0.0,0.0,418.639999550045,0.0,144.0,456.9,0.0,0.5959
175,RegionB,531.360000449955,1012.13,531.360000449955,0.0,0.0,0.0,0.0,0.0,0.0,480.769999550045,0.0,144.0,703.36,0.0,0.5845
176,RegionB,531.360000449955,1059.81,531.360000449955,0.0,0.0,0.0,0.0,0.0,0.0,528.4499995500449,0.0,144.0,703.79,0.0,0.5731
177,RegionB,531.360000449955,1089.78,531.360000449955,0.0,0.0,0.0,0.0,0.0,0.0,558.419999550045,0.0,144.0,704.21,0.0,0.5625
178,RegionB,531.360000449955,1100.0,531.360000449955,0.0,0.0,0.0,0.0,0.0,0.0,568.639999550045,0.0,144.0,704.63,0.0,0.5535
179,RegionB,513.215999550045,1089.78,513.215999550045,0.0,0.0,0.0,0.0,0.0,0.0,576.564000449955,0.0,144.0,705.05,0.0,0.5468
180,RegionB,492.1695,1059.81,492.1695,0.0,0.0,0.0,0.0,0.0,0.0,567.6405,0.0,144.0,705.45,0.0,0.5427
181,RegionB,479.06910044995504,1012.13,479.06910044995504,0.0,0.0,0.0,0.0,0.0,0.0,533.060899550045,0.0,144.0,705.86,0.0,0.5417
182,RegionB,429.77519955004504,950.0,429.77519955004504,0.0,0.0,0.0,0.0,0.0,0.0,520.224800449955,0.0,144.0,706.25,0.0,0.5439
183,RegionB,386.86544999999995,877.65,386.86544999999995,0.0,0.0,0.0,0.0,0.0,0.0,490.78455,0.0,144.0,706.64,0.0,0.5491
184,RegionB,357.399000449955,800.0,357.399000449955,0.0,0.0,0.0,0.0,0.0,0.0,442.600999550045,0.0,144.0,707.02,0.0,0.557
185,RegionB,331.168499550045,722.35,331.168499550045,0.0,0.0,0.0,0.0,0.0,0.0,391.181500449955,0.0,144.0,1025.72,0.0,0.5671
186,RegionB,308.55600000000004,650.0,308.55600000000004,0.0,0.0,0.0,0.0,0.0,0.0,341.44399999999996,0.0,144.0,1026.24,0.0,0.5788
187,RegionB,306.42300044995505,587.87,306.42300044995505,0.0,0.0,0.0,0.0,0.0,0.0,281.44699955004495,0.0,144.0,1026.76,0.0,0.5913
188,RegionB,350.4194995500451,540.19,350.4194995500451,0.0,0.0,0.0,0.0,0.0,0.0,189.77050044995497,0.0,144.0,1027.26,0.0,0.6038
189,RegionB,386.64000044995504,510.22,386.64000044995504,0.0,0.0,0.0,0.0,0.0,0.0,123.57999955004499,0.0,144.0,1027.74,0.0,0.6155
190,RegionB,403.487999550045,500.0,403.487999550045,0.0,0.0,0.0,0.0,0.0,0.0,96.512000449955,0.0,144.0,638.2,0.0,0.6256
191,RegionB,430.3799995500451,510.22,430.3799995500451,0.0,0.0,0.0,0.0,0.0,0.0,79.84000044995491,0.0,144.0,638.48,0.0,0.6334
192,RegionB,453.1545004499551,540.19,453.1545004499551,0.0,0.0,0.0,0.0,0.0,0.0,87.03549955004496,0.0,144.0,461.32,0.0,0.6384
193,RegionB,507.1544995500451,587.87,507.1544995500451,0.0,0.0,0.0,0.0,0.0,0.0,80.7155004499549,0.0,144.0,461.51,0.0,0.6404
194,RegionB,531.360000449955,650.0,531.360000449955,0.0,0.0,0.0,0.0,0.0,0.0,118.63999955004499,0.0,144.0,461.69,0.0,0.6392
195,RegionB,531.360000449955,722.35,531.360000449955,0.0,0.0,0.0,0.0,0.0,0.0,190.989999550045,0.0,144.0,461.87,0.0,0.6349
196,RegionB,531.36,800.0,531.36,0.0,0.0,0.0,0.0,0.0,0.0,268.64,0.0,144.0,462.03,0.0,0.6279
197,RegionB,531.36,877.65,531.36,0.0,0.0,0.0,0.0,0.0,0.0,346.28999999999996,0.0,144.0,462.19,0.0,0.6186
198,RegionB,531.3600004499551,950.0,531.3600004499551,0.0,0.0,0.0,0.0,0.0,0.0,418.6399995500449,0.0,144.0,462.34,0.0,0.6077
199,RegionB,531.359999550045,1012.13,531.359999550045,0.0,0.0,0.0,0.0,0.0,0.0,480.770000449955,0.0,144.0,711.51,0.0,0.5959
200,RegionB,531.359999550045,1059.81,531.359999550045,0.0,0.0,0.0,0.0,0.0,0.0,528.4500004499549,0.0,144.0,711.71,0.0,0.5842
201,RegionB,531.36,1089.78,531.36,0.0,0.0,0.0,0.0,0.0,0.0,558.42,0.0,144.0,711.9,0.0,0.5732
202,RegionB,531.36,1100.0,531.36,0.0,0.0,0.0,0.0,0.0,0.0,568.64,0.0,144.0,712.07,0.0,0.5638
203,RegionB,503.792999550045,1089.78,503.792999550045,0.0,0.0,0.0,0.0,0.0,0.0,585.987000449955,0.0,144.0,712.24,0.0,0.5566
204,RegionB,471.473999550045,1059.81,471.473999550045,0.0,0.0,0.0,0.0,0.0,0.0,588.336000449955,0.0,144.0,712.38,0.0,0.5521
205,RegionB,448.92899955004503,1012.13,448.92899955004503,0.0,0.0,0.0,0.0,0.0,0.0,563.201000449955,0.0,144.0,712.52,0.0,0.5507
206,RegionB,424.60335,950.0,424.60335,0.0,0.0,0.0,0.0,0.0,0.0,525.39665,0.0,144.0,712.64,0.0,0.5524
207,RegionB,384.04260044995505,877.65,384.04260044995505,0.0,0.0,0.0,0.0,0.0,0.0,493.60739955004493,0.0,144.0,712.74,0.0,0.5571
208,RegionB,334.89450044995505,800.0,334.89450044995505,0.0,0.0,0.0,0.0,0.0,0.0,465.10549955004495,0.0,144.0,712.83,0.0,0.5645
209,RegionB,311.79600000000005,722.35,311.79600000000005,0.0,0.0,0.0,0.0,0.0,0.0,410.554,0.0,144.0,1033.72,0.0,0.5742
210,RegionB,288.913500449955,650.0,288.913500449955,0.0,0.0,0.0,0.0,0.0,0.0,361.086499550045,0.0,144.0,1033.8,0.0,0.5854
211,RegionB,302.008500449955,587.87,302.008500449955,0.0,0.0,0.0,0.0,0.0,0.0,285.861499550045,0.0,144.0,1033.87,0.0,0.5974
212,RegionB,313.091999550045,540.19,313.091999550045,0.0,0.0,0.0,0.0,0.0,0.0,227.09800044995507,0.0,144.0,1033.92,0.0,0.6094
213,RegionB,386.22150044995504,510.22,386.22150044995504,0.0,0.0,0.0,0.0,0.0,0.0,123.99849955004498,0.0,144.0,1033.94,0.0,0.6205
214,RegionB,401.652,500.0,401.652,0.0,0.0,0.0,0.0,0.0,0.0,98.34800000000001,0.0,144.0,641.76,0.0,0.63
215,RegionB,443.13749955004505,510.22,443.13749955004505,0.0,0.0,0.0,0.0,0.0,0.0,67.08250044995498,0.0,144.0,641.75,0.0,0.6373
216,RegionB,495.57150000000007,540.19,495.57150000000007,0.0,0.0,0.0,0.0,0.0,0.0,44.61849999999998,0.0,144.0,463.47,0.0,0.6418
217,RegionB,531.359999550045,587.87,531.359999550045,0.0,0.0,0.0,0.0,0.0,0.0,56.51000044995499,0.0,144.0,463.44,0.0,0.6432
218,RegionB,531.359999550045,650.0,531.359999550045,0.0,0.0,0.0,0.0,0.0,0.0,118.64000044995498,0.0,144.0,463.41,0.0,0.6414
219,RegionB,531.359999550045,722.35,531.359999550045,0.0,0.0,0.0,0.0,0.0,0.0,190.990000449955,0.0,144.0,463.36,0.0,0.6366
220,RegionB,531.3600004499551,800.0,531.3600004499551,0.0,0.0,0.0,0.0,0.0,0.0,268.6399995500449,0.0,144.0,463.31,0.0,0.629
221,RegionB,531.359999550045,877.65,531.359999550045,0.0,0.0,0.0,0.0,0.0,0.0,346.29000044995496,0.0,144.0,463.25,0.0,0.6191
222,RegionB,531.360000449955,950.0,531.360000449955,0.0,0.0,0.0,0.0,0.0,0.0,418.639999550045,0.0,144.0,463.18,0.0,0.6077
223,RegionB,531.36,1012.13,531.36,0.0,0.0,0.0,0.0,0.0,0.0,480.77,0.0,144.0,712.46,0.0,0.5954
224,RegionB,531.36,1059.81,531.36,0.0,0.0,0.0,0.0,0.0,0.0,528.4499999999999,0.0,144.0,712.33,0.0,0.5831
225,RegionB,531.36,1089.78,531.36,0.0,0.0,0.0,0.0,0.0,0.0,558.42,0.0,144.0,712.18,0.0,0.5715
226,RegionB,531.359999550045,1100.0,531.359999550045,0.0,0.0,0.0,0.0,0.0,0.0,568.640000449955,0.0,144.0,712.02,0.0,0.5616
227,RegionB,500.62050044995505,1089.78,500.62050044995505,0.0,0.0,0.0,0.0,0.0,0.0,589.159499550045,0.0,144.0,711.85,0.0,0.5538
228,RegionB,475.32150000000007,1059.81,475.32150000000007,0.0,0.0,0.0,0.0,0.0,0.0,584.4884999999999,0.0,144.0,711.67,0.0,0.5488
229,RegionB,442.98899955004504,1012.13,442.98899955004504,0.0,0.0,0.0,0.0,0.0,0.0,569.141000449955,0.0,144.0,711.47,0.0,0.5468
230,RegionB,425.52135044995504,950.0,425.52135044995504,0.0,0.0,0.0,0.0,0.0,0.0,524.478649550045,0.0,144.0,711.27,0.0,0.5479
231,RegionB,391.0221,877.65,391.0221,0.0,0.0,0.0,0.0,0.0,0.0,486.62789999999995,0.0,144.0,711.05,0.0,0.5521
232,RegionB,339.066000449955,800.0,339.066000449955,0.0,0.0,0.0,0.0,0.0,0.0,460.933999550045,0.0,144.0,710.82,0.0,0.559
233,RegionB,317.506499550045,722.35,317.506499550045,0.0,0.0,0.0,0.0,0.0,0.0,404.843500449955,0.0,144.0,1030.35,0.0,0.5681
234,RegionB,301.34700000000004,650.0,301.34700000000004,0.0,0.0,0.0,0.0,0.0,0.0,348.65299999999996,0.0,144.0,1029.99,0.0,0.5788
235,RegionB,313.740000449955,587.87,313.740000449955,0.0,0.0,0.0,0.0,0.0,0.0,274.129999550045,0.0,144.0,1029.62,0.0,0.5903
236,RegionB,314.46900044995505,540.19,314.46900044995505,0.0,0.0,0.0,0.0,0.0,0.0,225.720999550045,0.0,144.0,1029.24,0.0,0.6018
237,RegionB,348.30000044995506,510.22,348.30000044995506,0.0,0.0,0.0,0.0,0.0,0.0,161.91999955004496,0.0,144.0,1028.84,0.0,0.6125
238,RegionB,371.398500449955,500.0,371.398500449955,0.0,0.0,0.0,0.0,0.0,0.0,128.601499550045,0.0,144.0,638.34,0.0,0.6215
239,RegionB,407.132999550045,510.22,407.132999550045,0.0,0.0,0.0,0.0,0.0,0.0,103.08700044995504,0.0,144.0,638.08,0.0,0.6283
