Hour,Region,PricePeriod,ElectricityPrice_CNY_per_MWh,SellPrice_CNY_per_MWh,CarbonIntensity_tCO2_per_MWh,AvailableRenewable_MW,NonAI_IT_Load_MW,DemandResponseLevel,DataPeriod
2207,RegionB,Flat,617.54,0.0,0.6334,510.22,296.500667,Low,Main_0_2399
2208,RegionB,Valley,446.2,0.0,0.6384,540.19,359.856,Medium,Main_0_2399
2209,RegionB,Valley,446.39,0.0,0.6404,587.87,366.028,Medium,Main_0_2399
2210,RegionB,Valley,446.57,0.0,0.6392,650.0,373.955,Medium,Main_0_2399
2211,RegionB,Valley,446.74,0.0,0.6349,722.35,362.374667,Medium,Main_0_2399
2212,RegionB,Valley,446.91,0.0,0.6279,800.0,349.016667,Medium,Main_0_2399
2213,RegionB,Valley,447.07,0.0,0.6186,877.65,353.449333,Medium,Main_0_2399
2214,RegionB,Valley,447.22,0.0,0.6077,950.0,352.654667,Medium,Main_0_2399
2215,RegionB,Flat,688.24,0.0,0.5959,1012.13,347.948,Medium,Main_0_2399
2216,RegionB,Flat,688.45,0.0,0.5842,1059.81,337.928,Medium,Main_0_2399
2217,RegionB,Flat,688.64,0.0,0.5732,1089.78,327.756333,Medium,Main_0_2399
2218,RegionB,Flat,688.81,0.0,0.5638,1100.0,351.637333,Medium,Main_0_2399
2219,RegionB,Flat,688.98,0.0,0.5566,1089.78,341.8,Medium,Main_0_2399
2220,RegionB,Flat,689.13,0.0,0.5521,1059.81,319.608,Medium,Main_0_2399
2221,RegionB,Flat,689.26,0.0,0.5507,1012.13,306.885333,Medium,Main_0_2399
2222,RegionB,Flat,689.38,0.0,0.5524,950.0,303.373333,Low,Main_0_2399
2223,RegionB,Flat,689.49,0.0,0.5571,877.65,269.325,Low,Main_0_2399
2224,RegionB,Flat,689.58,0.0,0.5645,800.0,253.793667,Low,Main_0_2399
2225,RegionB,Peak,1000.01,0.0,0.5742,722.35,227.426,Medium,Main_0_2399
2226,RegionB,Peak,1000.1,0.0,0.5854,650.0,207.953333,Medium,Main_0_2399
2227,RegionB,Peak,1000.17,0.0,0.5974,587.87,228.216,Medium,Main_0_2399
2228,RegionB,Peak,1000.22,0.0,0.6094,540.19,195.215333,Medium,Main_0_2399
2229,RegionB,Peak,1000.26,0.0,0.6205,510.22,240.47,Medium,Main_0_2399
2230,RegionB,Flat,620.85,0.0,0.63,500.0,238.165333,Low,Main_0_2399
2231,RegionB,Flat,620.85,0.0,0.6373,510.22,314.424,Medium,Main_0_2399
2232,RegionB,Valley,448.38,0.0,0.6418,540.19,340.423333,Medium,Main_0_2399
2233,RegionB,Valley,448.35,0.0,0.6432,587.87,326.302,Medium,Main_0_2399
2234,RegionB,Valley,448.32,0.0,0.6414,650.0,382.506667,Medium,Main_0_2399
2235,RegionB,Valley,448.28,0.0,0.6366,722.35,380.930667,Medium,Main_0_2399
2236,RegionB,Valley,448.23,0.0,0.629,800.0,362.155,Medium,Main_0_2399
2237,RegionB,Valley,448.17,0.0,0.6191,877.65,364.58,Medium,Main_0_2399
2238,RegionB,Valley,448.1,0.0,0.6077,950.0,364.728,Medium,Main_0_2399
2239,RegionB,Flat,689.27,0.0,0.5954,1012.13,363.874,Medium,Main_0_2399
2240,RegionB,Flat,689.14,0.0,0.5831,1059.81,364.255,Medium,Main_0_2399
2241,RegionB,Flat,689.0,0.0,0.5715,1089.78,372.749667,Medium,Main_0_2399
2242,RegionB,Flat,688.84,0.0,0.5616,1100.0,376.697333,Medium,Main_0_2399
2243,RegionB,Flat,688.68,0.0,0.5538,1089.78,356.9,Medium,Main_0_2399
2244,RegionB,Flat,688.5,0.0,0.5488,1059.81,336.869,Medium,Main_0_2399
2245,RegionB,Flat,688.31,0.0,0.5468,1012.13,319.323,Medium,Main_0_2399
2246,RegionB,Flat,688.11,0.0,0.5479,950.0,280.204333,Low,Main_0_2399
2247,RegionB,Flat,687.9,0.0,0.5521,877.65,242.884,Low,Main_0_2399
2248,RegionB,Flat,687.68,0.0,0.559,800.0,244.718,Low,Main_0_2399
2249,RegionB,Peak,996.8,0.0,0.5681,722.35,222.756,Medium,Main_0_2399
2250,RegionB,Peak,996.46,0.0,0.5788,650.0,215.273,Medium,Main_0_2399
2251,RegionB,Peak,996.1,0.0,0.5903,587.87,231.628333,Medium,Main_0_2399
2252,RegionB,Peak,995.72,0.0,0.6018,540.19,219.177333,Medium,Main_0_2399
2253,RegionB,Peak,995.34,0.0,0.6125,510.22,256.16,Medium,Main_0_2399
2254,RegionB,Flat,617.55,0.0,0.6215,500.0,279.37,Low,Main_0_2399
2255,RegionB,Flat,617.3,0.0,0.6283,510.22,286.387333,Low,Main_0_2399
2256,RegionB,Valley,445.64,0.0,0.6324,540.19,313.065333,Medium,Main_0_2399
2257,RegionB,Valley,445.45,0.0,0.6334,587.87,386.1,Medium,Main_0_2399
2258,RegionB,Valley,445.26,0.0,0.6312,650.0,388.079667,Medium,Main_0_2399
2259,RegionB,Valley,445.06,0.0,0.6259,722.35,374.619,Medium,Main_0_2399
2260,RegionB,Valley,444.86,0.0,0.6179,800.0,371.186667,Medium,Main_0_2399
2261,RegionB,Valley,444.65,0.0,0.6077,877.65,369.56,Medium,Main_0_2399
2262,RegionB,Valley,444.45,0.0,0.5959,950.0,366.645333,Medium,Main_0_2399
2263,RegionB,Flat,683.45,0.0,0.5832,1012.13,380.560667,Medium,Main_0_2399
2264,RegionB,Flat,683.12,0.0,0.5706,1059.81,379.333333,Medium,Main_0_2399
2265,RegionB,Flat,682.8,0.0,0.5587,1089.78,379.215333,Medium,Main_0_2399
2266,RegionB,Flat,682.47,0.0,0.5485,1100.0,372.55,Medium,Main_0_2399
2267,RegionB,Flat,682.15,0.0,0.5405,1089.78,378.904,Medium,Main_0_2399
2268,RegionB,Flat,681.82,0.0,0.5352,1059.81,314.9,Medium,Main_0_2399
2269,RegionB,Flat,681.49,0.0,0.5329,1012.13,321.863,Medium,Main_0_2399
2270,RegionB,Flat,681.17,0.0,0.5339,950.0,285.314667,Low,Main_0_2399
2271,RegionB,Flat,680.84,0.0,0.5379,877.65,246.943667,Low,Main_0_2399
2272,RegionB,Flat,680.52,0.0,0.5446,800.0,216.039333,Low,Main_0_2399
2273,RegionB,Peak,986.28,0.0,0.5536,722.35,166.775333,Medium,Main_0_2399
2274,RegionB,Peak,985.82,0.0,0.5641,650.0,167.984,Medium,Main_0_2399
2275,RegionB,Peak,985.36,0.0,0.5755,587.87,245.325,Medium,Main_0_2399
2276,RegionB,Peak,984.91,0.0,0.5869,540.19,226.247667,Medium,Main_0_2399
2277,RegionB,Peak,984.46,0.0,0.5975,510.22,236.006667,Medium,Main_0_2399
2278,RegionB,Flat,610.77,0.0,0.6065,500.0,265.085333,Low,Main_0_2399
2279,RegionB,Flat,610.5,0.0,0.6132,510.22,296.139,Low,Main_0_2399
2280,RegionB,Valley,440.73,0.0,0.6173,540.19,317.865,Medium,Main_0_2399
2281,RegionB,Valley,440.54,0.0,0.6183,587.87,312.227333,Medium,Main_0_2399
2282,RegionB,Valley,440.36,0.0,0.6161,650.0,365.173667,Medium,Main_0_2399
2283,RegionB,Valley,440.19,0.0,0.6109,722.35,357.253333,Medium,Main_0_2399
2284,RegionB,Valley,440.02,0.0,0.603,800.0,366.691667,Medium,Main_0_2399
2285,RegionB,Valley,439.85,0.0,0.5929,877.65,380.837333,Medium,Main_0_2399
2286,RegionB,Valley,439.69,0.0,0.5812,950.0,384.192667,Medium,Main_0_2399
2287,RegionB,Flat,676.21,0.0,0.5687,1012.13,385.101333,Medium,Main_0_2399
2288,RegionB,Flat,675.98,0.0,0.5562,1059.81,386.122,Medium,Main_0_2399
2289,RegionB,Flat,675.76,0.0,0.5445,1089.78,374.421,Medium,Main_0_2399
2290,RegionB,Flat,675.55,0.0,0.5344,1100.0,378.279,Medium,Main_0_2399
2291,RegionB,Flat,675.36,0.0,0.5266,1089.78,379.210667,Medium,Main_0_2399
2292,RegionB,Flat,675.17,0.0,0.5216,1059.81,322.204667,Medium,Main_0_2399
2293,RegionB,Flat,675.0,0.0,0.5196,1012.13,315.246667,Medium,Main_0_2399
2294,RegionB,Flat,674.83,0.0,0.5208,950.0,308.457333,Low,Main_0_2399
2295,RegionB,Flat,674.68,0.0,0.5251,877.65,265.304,Low,Main_0_2399
2296,RegionB,Flat,674.54,0.0,0.5321,800.0,221.686667,Low,Main_0_2399
2297,RegionB,Peak,977.9,0.0,0.5414,722.35,225.650667,Medium,Main_0_2399
2298,RegionB,Peak,977.74,0.0,0.5523,650.0,236.368,Medium,Main_0_2399
2299,RegionB,Peak,977.59,0.0,0.5641,587.87,221.608,Medium,Main_0_2399
2300,RegionB,Peak,977.47,0.0,0.5758,540.19,248.131333,Medium,Main_0_2399
2301,RegionB,Peak,977.36,0.0,0.5868,510.22,257.628667,Medium,Main_0_2399
2302,RegionB,Flat,606.58,0.0,0.5962,500.0,282.876,Low,Main_0_2399
2303,RegionB,Flat,606.54,0.0,0.6034,510.22,293.236333,Low,Main_0_2399
2304,RegionB,Valley,438.04,0.0,0.6079,540.19,354.361333,Medium,Main_0_2399
2305,RegionB,Valley,438.03,0.0,0.6093,587.87,339.031333,Medium,Main_0_2399
2306,RegionB,Valley,438.02,0.0,0.6076,650.0,377.562667,Medium,Main_0_2399
2307,RegionB,Valley,438.03,0.0,0.6029,722.35,378.478,Medium,Main_0_2399
2308,RegionB,Valley,438.05,0.0,0.5955,800.0,384.82,Medium,Main_0_2399
2309,RegionB,Valley,438.07,0.0,0.5858,877.65,382.863333,Medium,Main_0_2399
2310,RegionB,Valley,438.11,0.0,0.5746,950.0,383.984,Medium,Main_0_2399
2311,RegionB,Flat,674.08,0.0,0.5626,1012.13,386.301667,Medium,Main_0_2399
2312,RegionB,Flat,674.16,0.0,0.5506,1059.81,367.539,Medium,Main_0_2399
2313,RegionB,Flat,674.26,0.0,0.5395,1089.78,368.385,Medium,Main_0_2399
2314,RegionB,Flat,674.37,0.0,0.53,1100.0,371.181667,Medium,Main_0_2399
2315,RegionB,Flat,674.5,0.0,0.5227,1089.78,358.533333,Medium,Main_0_2399
2316,RegionB,Flat,674.64,0.0,0.5182,1059.81,321.638,Medium,Main_0_2399
2317,RegionB,Flat,674.8,0.0,0.5168,1012.13,284.370333,Medium,Main_0_2399
2318,RegionB,Flat,674.97,0.0,0.5186,950.0,253.032333,Low,Main_0_2399
2319,RegionB,Flat,675.15,0.0,0.5234,877.65,215.175333,Low,Main_0_2399
2320,RegionB,Flat,675.34,0.0,0.531,800.0,211.345333,Low,Main_0_2399
2321,RegionB,Peak,979.55,0.0,0.5409,722.35,209.708667,Medium,Main_0_2399
2322,RegionB,Peak,979.88,0.0,0.5523,650.0,203.844333,Medium,Main_0_2399
2323,RegionB,Peak,980.22,0.0,0.5646,587.87,195.766667,Medium,Main_0_2399
2324,RegionB,Peak,980.58,0.0,0.5769,540.19,229.65,Medium,Main_0_2399
2325,RegionB,Peak,980.96,0.0,0.5885,510.22,261.83,Medium,Main_0_2399
2326,RegionB,Flat,609.12,0.0,0.5984,500.0,259.405,Low,Main_0_2399
2327,RegionB,Flat,609.38,0.0,0.6062,510.22,301.144667,Low,Main_0_2399
2328,RegionB,Valley,440.3,0.0,0.6112,540.19,329.599667,Medium,Main_0_2399
2329,RegionB,Valley,440.5,0.0,0.6132,587.87,349.961667,Medium,Main_0_2399
2330,RegionB,Valley,440.71,0.0,0.6121,650.0,354.209333,Medium,Main_0_2399
2331,RegionB,Valley,440.92,0.0,0.6079,722.35,352.777333,Medium,Main_0_2399
2332,RegionB,Valley,441.14,0.0,0.601,800.0,339.100667,Medium,Main_0_2399
2333,RegionB,Valley,441.37,0.0,0.5919,877.65,346.741333,Medium,Main_0_2399
2334,RegionB,Valley,441.61,0.0,0.5812,950.0,364.879333,Medium,Main_0_2399
2335,RegionB,Flat,679.76,0.0,0.5697,1012.13,346.489333,Medium,Main_0_2399
2336,RegionB,Flat,680.14,0.0,0.5582,1059.81,358.462333,Medium,Main_0_2399
2337,RegionB,Flat,680.53,0.0,0.5475,1089.78,379.043333,Medium,Main_0_2399
2338,RegionB,Flat,680.92,0.0,0.5385,1100.0,378.132,Medium,Main_0_2399
2339,RegionB,Flat,681.32,0.0,0.5317,1089.78,372.823333,Medium,Main_0_2399
2340,RegionB,Flat,681.73,0.0,0.5276,1059.81,322.604667,Medium,Main_0_2399
2341,RegionB,Flat,682.15,0.0,0.5266,1012.13,323.337333,Medium,Main_0_2399
2342,RegionB,Flat,682.57,0.0,0.5288,950.0,276.184,Low,Main_0_2399
2343,RegionB,Flat,682.99,0.0,0.5341,877.65,242.699333,Low,Main_0_2399
2344,RegionB,Flat,683.42,0.0,0.5421,800.0,238.436667,Low,Main_0_2399
2345,RegionB,Peak,991.59,0.0,0.5523,722.35,219.490333,Medium,Main_0_2399
2346,RegionB,Peak,992.23,0.0,0.5641,650.0,184.253333,Medium,Main_0_2399
2347,RegionB,Peak,992.87,0.0,0.5768,587.87,202.881333,Medium,Main_0_2399
2348,RegionB,Peak,993.51,0.0,0.5894,540.19,200.048,Medium,Main_0_2399
2349,RegionB,Peak,994.16,0.0,0.6013,510.22,242.964,Medium,Main_0_2399
2350,RegionB,Flat,617.47,0.0,0.6115,500.0,267.692,Low,Main_0_2399
2351,RegionB,Flat,617.87,0.0,0.6195,510.22,311.786667,Low,Main_0_2399
2352,RegionB,Valley,446.53,0.0,0.6248,540.19,331.223333,Medium,Main_0_2399
2353,RegionB,Valley,446.82,0.0,0.6271,587.87,385.631,Medium,Main_0_2399
2354,RegionB,Valley,447.12,0.0,0.6261,650.0,384.566667,Medium,Main_0_2399
2355,RegionB,Valley,447.41,0.0,0.6221,722.35,381.807,Medium,Main_0_2399
2356,RegionB,Valley,447.7,0.0,0.6154,800.0,381.033333,Medium,Main_0_2399
2357,RegionB,Valley,447.99,0.0,0.6064,877.65,378.878333,Medium,Main_0_2399
2358,RegionB,Valley,448.27,0.0,0.5959,950.0,381.236,Medium,Main_0_2399
2359,RegionB,Flat,690.09,0.0,0.5845,1012.13,380.160667,Medium,Main_0_2399
2360,RegionB,Flat,690.53,0.0,0.5731,1059.81,379.850667,Medium,Main_0_2399
2361,RegionB,Flat,690.96,0.0,0.5625,1089.78,350.211333,Medium,Main_0_2399
2362,RegionB,Flat,691.38,0.0,0.5535,1100.0,365.454333,Medium,Main_0_2399
2363,RegionB,Flat,691.8,0.0,0.5468,1089.78,362.790667,Medium,Main_0_2399
2364,RegionB,Flat,692.22,0.0,0.5427,1059.81,330.592,Medium,Main_0_2399
2365,RegionB,Flat,692.63,0.0,0.5417,1012.13,298.355,Low,Main_0_2399
2366,RegionB,Flat,693.03,0.0,0.5439,950.0,280.888333,Low,Main_0_2399
2367,RegionB,Flat,693.42,0.0,0.5491,877.65,256.333,Low,Main_0_2399
2368,RegionB,Flat,693.81,0.0,0.557,800.0,200.689333,Low,Main_0_2399
2369,RegionB,Peak,1006.57,0.0,0.5671,722.35,190.894667,Medium,Main_0_2399
2370,RegionB,Peak,1007.11,0.0,0.5788,650.0,178.594667,Medium,Main_0_2399
2371,RegionB,Peak,1007.63,0.0,0.5913,587.87,191.327333,Medium,Main_0_2399
2372,RegionB,Peak,1008.14,0.0,0.6038,540.19,232.926,Medium,Main_0_2399
2373,RegionB,Peak,1008.64,0.0,0.6155,510.22,237.536667,Medium,Main_0_2399
2374,RegionB,Flat,626.35,0.0,0.6256,500.0,296.936,Low,Main_0_2399
2375,RegionB,Flat,626.64,0.0,0.6334,510.22,282.975333,Low,Main_0_2399
2376,RegionB,Valley,452.77,0.0,0.6384,540.19,326.364667,Medium,Main_0_2399
2377,RegionB,Valley,452.97,0.0,0.6404,587.87,352.361333,Medium,Main_0_2399
2378,RegionB,Valley,453.15,0.0,0.6392,650.0,382.850667,Medium,Main_0_2399
2379,RegionB,Valley,453.33,0.0,0.6349,722.35,383.332,Medium,Main_0_2399
2380,RegionB,Valley,453.5,0.0,0.6279,800.0,361.266667,Medium,Main_0_2399
2381,RegionB,Valley,453.67,0.0,0.6186,877.65,353.538667,Medium,Main_0_2399
2382,RegionB,Valley,453.82,0.0,0.6077,950.0,357.084,Medium,Main_0_2399
2383,RegionB,Flat,698.41,0.0,0.5959,1012.13,367.330667,Medium,Main_0_2399
2384,RegionB,Flat,698.62,0.0,0.5842,1059.81,363.42,Medium,Main_0_2399
2385,RegionB,Flat,698.82,0.0,0.5732,1089.78,361.14,Medium,Main_0_2399
2386,RegionB,Flat,699.01,0.0,0.5638,1100.0,348.609333,Medium,Main_0_2399
2387,RegionB,Flat,699.18,0.0,0.5566,1089.78,357.312667,Medium,Main_0_2399
2388,RegionB,Flat,699.33,0.0,0.5521,1059.81,309.892667,Medium,Main_0_2399
2389,RegionB,Flat,699.47,0.0,0.5507,1012.13,312.122667,Medium,Main_0_2399
2390,RegionB,Flat,699.6,0.0,0.5524,950.0,283.511333,Low,Main_0_2399
2391,RegionB,Flat,699.72,0.0,0.5571,877.65,267.384667,Low,Main_0_2399
2392,RegionB,Flat,699.82,0.0,0.5645,800.0,246.264,Low,Main_0_2399
2393,RegionB,Peak,1014.86,0.0,0.5742,722.35,186.761333,Medium,Main_0_2399
2394,RegionB,Peak,1014.96,0.0,0.5854,650.0,204.92,Medium,Main_0_2399
2395,RegionB,Peak,1015.04,0.0,0.5974,587.87,193.223333,Medium,Main_0_2399
2396,RegionB,Peak,1015.1,0.0,0.6094,540.19,192.422667,Medium,Main_0_2399
2397,RegionB,Peak,1015.14,0.0,0.6205,510.22,240.434667,Medium,Main_0_2399
2398,RegionB,Flat,630.1,0.0,0.63,500.0,273.081,Low,Main_0_2399
2399,RegionB,Flat,630.1,0.0,0.6373,510.22,283.883333,Low,Main_0_2399
2400,RegionB,Valley,448.5,0.0,0.6248,540.19,325.436667,Medium,Closure_2400_2406
2401,RegionB,Valley,448.79,0.0,0.6271,587.87,381.385333,Medium,Closure_2400_2406
2402,RegionB,Valley,449.08,0.0,0.6261,650.0,361.789333,Medium,Closure_2400_2406
2403,RegionB,Valley,449.38,0.0,0.6221,722.35,363.532,Medium,Closure_2400_2406
2404,RegionB,Valley,449.67,0.0,0.6154,800.0,364.354667,Medium,Closure_2400_2406
2405,RegionB,Valley,449.96,0.0,0.6064,877.65,376.153333,Medium,Closure_2400_2406
2406,RegionB,Valley,450.24,0.0,0.5959,950.0,379.895,Medium,Closure_2400_2406
0,RegionC,Valley,435.5,0.0,0.5925,540.19,337.659333,Medium,Main_0_2399
1,RegionC,Valley,435.78,0.0,0.5946,587.87,357.876,Medium,Main_0_2399
2,RegionC,Valley,436.07,0.0,0.5937,650.0,357.1,Medium,Main_0_2399
3,RegionC,Valley,436.35,0.0,0.59,722.35,357.1,Medium,Main_0_2399
4,RegionC,Valley,436.63,0.0,0.5836,800.0,355.5,Medium,Main_0_2399
5,RegionC,Valley,436.91,0.0,0.5751,877.65,362.527333,Medium,Main_0_2399
6,RegionC,Valley,437.19,0.0,0.5651,950.0,356.012,Medium,Main_0_2399
7,RegionC,Flat,673.03,0.0,0.5543,1012.13,352.289333,Medium,Main_0_2399
8,RegionC,Flat,673.45,0.0,0.5435,1059.81,351.746667,Medium,Main_0_2399
9,RegionC,Flat,673.87,0.0,0.5334,1089.78,359.160667,Medium,Main_0_2399
10,RegionC,Flat,674.29,0.0,0.5249,1100.0,365.219667,Medium,Main_0_2399
11,RegionC,Flat,674.69,0.0,0.5185,1089.78,359.438,Medium,Main_0_2399
12,RegionC,Flat,675.1,0.0,0.5147,1059.81,331.413333,Medium,Main_0_2399
13,RegionC,Flat,675.49,0.0,0.5137,1012.13,318.768667,Medium,Main_0_2399
14,RegionC,Flat,675.88,0.0,0.5157,950.0,295.744,Low,Main_0_2399
15,RegionC,Flat,676.27,0.0,0.5207,877.65,266.480667,Low,Main_0_2399
16,RegionC,Flat,676.64,0.0,0.5282,800.0,238.387667,Low,Main_0_2399
17,RegionC,Peak,981.67,0.0,0.5378,722.35,256.505,Medium,Main_0_2399
18,RegionC,Peak,982.19,0.0,0.5489,650.0,193.717,Medium,Main_0_2399
19,RegionC,Peak,982.7,0.0,0.5608,587.87,207.644,Medium,Main_0_2399
20,RegionC,Peak,983.19,0.0,0.5726,540.19,236.909333,Medium,Main_0_2399
21,RegionC,Peak,983.67,0.0,0.5837,510.22,252.873333,Medium,Main_0_2399
22,RegionC,Flat,610.85,0.0,0.5932,500.0,283.544667,Low,Main_0_2399
23,RegionC,Flat,611.13,0.0,0.6006,510.22,326.044667,Medium,Main_0_2399
24,RegionC,Valley,441.56,0.0,0.6054,540.19,337.84,Medium,Main_0_2399
25,RegionC,Valley,441.75,0.0,0.6073,587.87,384.88,Medium,Main_0_2399
26,RegionC,Valley,441.93,0.0,0.6061,650.0,371.44,Medium,Main_0_2399
27,RegionC,Valley,442.11,0.0,0.6021,722.35,363.676,Medium,Main_0_2399
28,RegionC,Valley,442.27,0.0,0.5954,800.0,369.153333,Medium,Main_0_2399
29,RegionC,Valley,442.43,0.0,0.5866,877.65,367.992,Medium,Main_0_2399
30,RegionC,Valley,442.58,0.0,0.5763,950.0,368.290667,Medium,Main_0_2399
31,RegionC,Flat,681.11,0.0,0.5651,1012.13,381.238333,Medium,Main_0_2399
32,RegionC,Flat,681.32,0.0,0.554,1059.81,347.712,Medium,Main_0_2399
33,RegionC,Flat,681.51,0.0,0.5436,1089.78,336.899333,Medium,Main_0_2399
34,RegionC,Flat,681.69,0.0,0.5347,1100.0,344.553667,Medium,Main_0_2399
35,RegionC,Flat,681.85,0.0,0.5278,1089.78,343.248667,Medium,Main_0_2399
36,RegionC,Flat,682.0,0.0,0.5236,1059.81,309.524667,Medium,Main_0_2399
37,RegionC,Flat,682.14,0.0,0.5222,1012.13,319.545333,Medium,Main_0_2399
38,RegionC,Flat,682.27,0.0,0.5238,950.0,299.369,Medium,Main_0_2399
39,RegionC,Flat,682.38,0.0,0.5283,877.65,265.478,Low,Main_0_2399
40,RegionC,Flat,682.47,0.0,0.5353,800.0,236.16,Low,Main_0_2399
41,RegionC,Peak,989.71,0.0,0.5445,722.35,193.568,Medium,Main_0_2399
42,RegionC,Peak,989.8,0.0,0.5551,650.0,222.197333,Medium,Main_0_2399
43,RegionC,Peak,989.88,0.0,0.5665,587.87,193.576,Medium,Main_0_2399
44,RegionC,Peak,989.94,0.0,0.5778,540.19,189.823333,Medium,Main_0_2399
45,RegionC,Peak,989.98,0.0,0.5884,510.22,232.738333,Medium,Main_0_2399
46,RegionC,Flat,614.48,0.0,0.5974,500.0,227.322667,Low,Main_0_2399
47,RegionC,Flat,614.48,0.0,0.6043,510.22,273.767667,Low,Main_0_2399
48,RegionC,Valley,443.78,0.0,0.6086,540.19,294.181667,Medium,Main_0_2399
49,RegionC,Valley,443.76,0.0,0.6099,587.87,340.5,Medium,Main_0_2399
50,RegionC,Valley,443.73,0.0,0.6083,650.0,361.685333,Medium,Main_0_2399
51,RegionC,Valley,443.7,0.0,0.6037,722.35,351.342,Medium,Main_0_2399
52,RegionC,Valley,443.65,0.0,0.5965,800.0,354.712333,Medium,Main_0_2399
53,RegionC,Valley,443.6,0.0,0.5871,877.65,350.66,Medium,Main_0_2399
54,RegionC,Valley,443.53,0.0,0.5763,950.0,352.974667,Medium,Main_0_2399
55,RegionC,Flat,682.25,0.0,0.5646,1012.13,364.162333,Medium,Main_0_2399
56,RegionC,Flat,682.13,0.0,0.5529,1059.81,369.144,Medium,Main_0_2399
57,RegionC,Flat,682.0,0.0,0.542,1089.78,380.521333,Medium,Main_0_2399
58,RegionC,Flat,681.85,0.0,0.5325,1100.0,375.805667,Medium,Main_0_2399
59,RegionC,Flat,681.69,0.0,0.5252,1089.78,366.89,Medium,Main_0_2399
60,RegionC,Flat,681.53,0.0,0.5204,1059.81,317.704333,Medium,Main_0_2399
61,RegionC,Flat,681.35,0.0,0.5185,1012.13,316.767,Medium,Main_0_2399
62,RegionC,Flat,681.16,0.0,0.5196,950.0,298.518,Low,Main_0_2399
63,RegionC,Flat,680.96,0.0,0.5236,877.65,259.678667,Low,Main_0_2399
64,RegionC,Flat,680.75,0.0,0.5301,800.0,227.540667,Low,Main_0_2399
65,RegionC,Peak,986.76,0.0,0.5388,722.35,245.517333,Medium,Main_0_2399
66,RegionC,Peak,986.43,0.0,0.5489,650.0,220.44,Medium,Main_0_2399
67,RegionC,Peak,986.09,0.0,0.5598,587.87,231.301667,Medium,Main_0_2399
68,RegionC,Peak,985.73,0.0,0.5707,540.19,253.163333,Medium,Main_0_2399
69,RegionC,Peak,985.36,0.0,0.5808,510.22,244.86,Medium,Main_0_2399
70,RegionC,Flat,611.37,0.0,0.5894,500.0,267.538333,Low,Main_0_2399
71,RegionC,Flat,611.13,0.0,0.5958,510.22,289.031,Low,Main_0_2399
72,RegionC,Valley,441.19,0.0,0.5997,540.19,341.601,Medium,Main_0_2399
73,RegionC,Valley,441.01,0.0,0.6006,587.87,365.13,Medium,Main_0_2399
74,RegionC,Valley,440.82,0.0,0.5985,650.0,377.063333,Medium,Main_0_2399
75,RegionC,Valley,440.63,0.0,0.5936,722.35,380.682667,Medium,Main_0_2399
76,RegionC,Valley,440.44,0.0,0.586,800.0,380.176,Medium,Main_0_2399
77,RegionC,Valley,440.24,0.0,0.5763,877.65,370.138667,Medium,Main_0_2399
78,RegionC,Valley,440.04,0.0,0.5651,950.0,371.694,Medium,Main_0_2399
79,RegionC,Flat,676.68,0.0,0.5531,1012.13,350.975667,Medium,Main_0_2399
80,RegionC,Flat,676.37,0.0,0.5411,1059.81,349.180333,Medium,Main_0_2399
81,RegionC,Flat,676.06,0.0,0.5298,1089.78,350.472,Medium,Main_0_2399
82,RegionC,Flat,675.75,0.0,0.5201,1100.0,347.185333,Medium,Main_0_2399
83,RegionC,Flat,675.43,0.0,0.5125,1089.78,342.998333,Medium,Main_0_2399
84,RegionC,Flat,675.12,0.0,0.5075,1059.81,338.398667,Medium,Main_0_2399
85,RegionC,Flat,674.8,0.0,0.5054,1012.13,311.376333,Medium,Main_0_2399
86,RegionC,Flat,674.48,0.0,0.5063,950.0,284.484,Low,Main_0_2399
87,RegionC,Flat,674.17,0.0,0.51,877.65,233.911333,Low,Main_0_2399
88,RegionC,Flat,673.86,0.0,0.5164,800.0,206.233,Low,Main_0_2399
89,RegionC,Peak,976.64,0.0,0.5249,722.35,168.837333,Medium,Main_0_2399
90,RegionC,Peak,976.2,0.0,0.5349,650.0,193.879333,Medium,Main_0_2399
91,RegionC,Peak,975.75,0.0,0.5457,587.87,156.992,Medium,Main_0_2399
92,RegionC,Peak,975.32,0.0,0.5565,540.19,223.526333,Medium,Main_0_2399
93,RegionC,Peak,974.88,0.0,0.5666,510.22,228.882667,Medium,Main_0_2399
94,RegionC,Flat,604.84,0.0,0.5751,500.0,284.158,Low,Main_0_2399
95,RegionC,Flat,604.58,0.0,0.5815,510.22,273.435333,Low,Main_0_2399
96,RegionC,Valley,436.46,0.0,0.5853,540.19,319.768667,Medium,Main_0_2399
97,RegionC,Valley,436.28,0.0,0.5863,587.87,354.778667,Medium,Main_0_2399
98,RegionC,Valley,436.1,0.0,0.5843,650.0,367.761333,Medium,Main_0_2399
99,RegionC,Valley,435.93,0.0,0.5793,722.35,374.593333,Medium,Main_0_2399
100,RegionC,Valley,435.77,0.0,0.5718,800.0,378.371667,Medium,Main_0_2399
101,RegionC,Valley,435.6,0.0,0.5622,877.65,380.224,Medium,Main_0_2399
102,RegionC,Valley,435.45,0.0,0.5511,950.0,385.68,Medium,Main_0_2399
103,RegionC,Flat,669.69,0.0,0.5392,1012.13,383.168,Medium,Main_0_2399
104,RegionC,Flat,669.47,0.0,0.5274,1059.81,378.510667,Medium,Main_0_2399
