Hour,Region,AITrainingPower_MW,GPU_Utilization_Percent,UsedRenewable_MW,RenewableCharge_MW,Curtailment_MW,IT_Load_MW,Total_Load_MW,GridPurchase_MW,GridCharge_MW,GridSell_MW,NetGridImport_MW,CarbonEmission_tCO2,SOC_MWh,ChargePower_MW,DischargePower_MW,Baseline_AI_IT_Load_MW
934,RegionB,21.28,48.247863,58.399,49.5,392.101,288.39,389.3265,330.9275,0.0,0.0,330.9275,200.7075,145.9263,49.5,0.0,35.38
935,RegionB,5.7413333333,26.048433,67.3211,49.5,393.3989,332.45,448.8075,381.4864,0.0,0.0,381.4864,233.9274,191.9613,49.5,0.0,16.762
936,RegionB,0.0,12.792023,68.6232,49.5,422.0668,338.88,457.488,405.0648,16.2,0.0,405.0648,250.0465,253.0623,65.7,0.0,6.858
937,RegionB,0.0,23.65812,79.704,49.5,458.666,393.6,531.36,467.856,16.2,0.0,467.856,289.2754,314.1633,65.7,0.0,12.9913333333
938,RegionB,0.0,23.267806,77.8471,0.0,572.1529,384.43,518.9805,447.4094,6.276,0.0,447.4094,275.649,320.0,6.276,0.0,12.7043333333
939,RegionB,0.0,17.327635,79.704,0.0,642.646,393.6,531.36,451.656,0.0,0.0,451.656,275.9167,320.0,0.0,0.0,9.556
940,RegionB,0.0,10.962963,79.704,0.0,720.296,393.6,531.36,451.656,0.0,0.0,451.656,272.3486,320.0,0.0,0.0,6.0226666667
941,RegionB,7.68,15.088319,79.704,0.0,797.946,393.6,531.36,451.656,0.0,0.0,451.656,267.7868,320.0,0.0,0.0,11.324
942,RegionB,0.512,5.700855,79.704,0.0,870.296,393.6,531.36,451.656,0.0,0.0,451.656,262.5025,320.0,0.0,0.0,3.0963333333
943,RegionB,10.56,18.803419,79.704,0.0,932.426,393.6,531.36,451.656,0.0,0.0,451.656,256.8568,320.0,0.0,0.0,14.6
944,RegionB,10.56,21.760684,79.704,0.0,980.106,393.6,531.36,451.656,0.0,0.0,451.656,251.2111,320.0,0.0,0.0,16.204
945,RegionB,10.56,25.002849,83.8298,0.0,1005.9502,393.6,531.36,447.5302,0.0,0.0,447.5302,243.6802,320.0,0.0,0.0,18.1033333333
946,RegionB,10.56,27.888889,87.6744,0.0,1012.3256,393.6,531.36,443.6856,0.0,0.0,443.6856,237.1056,320.0,0.0,0.0,19.7113333333
947,RegionB,10.56,26.495726,87.4394,0.0,1002.3406,378.3,510.705,423.2656,0.0,0.0,423.2656,222.8916,320.0,0.0,0.0,18.95
948,RegionB,26.24,47.863248,83.6928,0.0,976.1172,352.281,475.5794,391.8866,0.0,0.0,391.8866,204.408,320.0,0.0,0.0,37.1
949,RegionB,19.2,35.615385,79.0267,0.0,933.1033,327.07,441.5445,362.5178,0.0,0.0,362.5178,188.3643,320.0,0.0,0.0,27.1613333333
950,RegionB,19.2,44.290598,71.8357,0.0,878.1643,295.62,399.087,327.2513,0.0,0.0,327.2513,170.4325,320.0,0.0,0.0,32.5253333333
951,RegionB,19.2,44.547009,69.0634,0.0,808.5866,285.835,385.8772,316.8138,0.0,0.0,316.8138,166.3589,320.0,0.0,0.0,32.848
952,RegionB,41.28,73.786325,57.7828,0.0,742.2172,243.22,328.347,270.5642,0.0,0.0,270.5642,143.9672,320.0,0.0,0.0,57.827
953,RegionB,37.408,68.162393,51.0699,0.0,671.2801,220.95,298.2825,206.7126,0.0,0.0,206.7126,111.9142,275.9783,0.0,40.5,52.869
954,RegionB,27.52,48.589744,50.1588,0.0,599.8412,225.18,303.993,213.3342,0.0,0.0,213.3342,117.8245,231.9565,0.0,40.5,37.8833333333
955,RegionB,24.808,41.586895,50.841,0.0,537.029,238.71,322.2585,230.9175,0.0,0.0,230.9175,130.2606,187.9348,0.0,40.5,33.128
956,RegionB,0.3173333333,13.766382,54.0108,0.0,486.1792,266.72,360.072,265.5612,0.0,0.0,265.5612,152.9101,143.913,0.0,40.5,7.6413333333
957,RegionB,17.28,29.205128,54.2376,0.0,455.9824,267.84,361.584,266.8464,0.0,0.0,266.8464,156.5855,99.8913,0.0,40.5,23.127
958,RegionB,33.28,46.683761,59.4965,49.5,391.0035,293.81,396.6435,337.147,0.0,0.0,337.147,201.007,145.9263,49.5,0.0,39.428
959,RegionB,33.28,50.769231,64.8486,49.5,395.8714,320.24,432.324,367.4754,0.0,0.0,367.4754,221.7347,191.9613,49.5,0.0,41.72
960,RegionB,30.88,51.396011,73.5541,49.5,417.1359,363.23,490.3605,433.0064,16.2,0.0,433.0064,263.2246,253.0623,65.7,0.0,41.1986666667
961,RegionB,38.24,60.957265,71.9442,49.5,466.4258,355.28,479.628,423.8838,16.2,0.0,423.8838,258.2724,314.1633,65.7,0.0,49.22
962,RegionB,27.872,52.156695,79.704,0.0,570.296,393.6,531.36,457.932,6.276,0.0,457.932,278.2395,320.0,6.276,0.0,39.8276666667
963,RegionB,13.36,35.566952,79.704,0.0,642.646,393.6,531.36,451.656,0.0,0.0,451.656,272.3034,320.0,0.0,0.0,24.636
964,RegionB,12.96,34.347578,79.704,0.0,720.296,393.6,531.36,451.656,0.0,0.0,451.656,268.9611,320.0,0.0,0.0,23.9126666667
965,RegionB,12.96,29.746439,79.704,0.0,797.946,393.6,531.36,451.656,0.0,0.0,451.656,264.5801,320.0,0.0,0.0,21.3813333333
966,RegionB,12.312,28.871795,79.704,0.0,870.296,393.6,531.36,451.656,0.0,0.0,451.656,259.5215,320.0,0.0,0.0,20.7926666667
967,RegionB,0.0,14.122507,79.704,0.0,932.426,393.6,531.36,451.656,0.0,0.0,451.656,254.1017,320.0,0.0,0.0,7.8203333333
968,RegionB,15.84,29.202279,79.704,0.0,980.106,393.6,531.36,451.656,0.0,0.0,451.656,248.6818,320.0,0.0,0.0,22.7466666667
969,RegionB,27.2,40.461538,83.8298,0.0,1005.9502,393.6,531.36,447.5302,0.0,0.0,447.5302,241.4426,320.0,0.0,0.0,33.6573333333
970,RegionB,20.336,28.11396,83.4377,0.0,1016.5623,374.58,505.683,422.2453,0.0,0.0,422.2453,223.79,320.0,0.0,0.0,23.8926666667
971,RegionB,11.36,16.068376,89.7346,0.0,1000.0454,388.23,524.1105,434.3759,0.0,0.0,434.3759,227.0483,320.0,0.0,0.0,13.34
972,RegionB,20.96,27.777778,84.7141,0.0,975.0959,356.58,481.383,396.6689,0.0,0.0,396.6689,205.5538,320.0,0.0,0.0,23.8
973,RegionB,20.96,28.826211,79.9789,0.0,932.1511,331.011,446.8649,366.886,0.0,0.0,366.886,189.6067,320.0,0.0,0.0,24.2833333333
974,RegionB,9.9786666667,20.096866,78.7361,0.0,871.2639,324.017,437.423,358.6869,0.0,0.0,358.6869,186.015,320.0,0.0,0.0,14.9746666667
975,RegionB,9.6,22.851852,68.7873,0.0,808.8627,284.692,384.3342,315.5469,0.0,0.0,315.5469,165.1573,320.0,0.0,0.0,16.6426666667
976,RegionB,9.6,26.871795,58.9469,0.0,741.0531,248.12,334.962,276.0151,0.0,0.0,276.0151,146.564,320.0,0.0,0.0,19.156
977,RegionB,6.88,30.048433,59.0026,0.0,663.3474,255.27,344.6145,245.1119,0.0,0.0,245.1119,132.5811,275.9783,0.0,40.5,19.9183333333
978,RegionB,0.0,24.430199,45.4432,0.0,604.5568,204.01,275.4135,189.4703,0.0,0.0,189.4703,104.6444,231.9565,0.0,40.5,14.0383333333
979,RegionB,0.0,28.131054,52.3042,0.0,535.5658,245.58,331.533,238.7288,0.0,0.0,238.7288,134.7863,187.9348,0.0,40.5,15.8653333333
980,RegionB,5.12,31.079772,47.1319,0.0,493.0581,232.75,314.2125,226.5806,0.0,0.0,226.5806,130.7144,143.913,0.0,40.5,19.5486666667
981,RegionB,5.12,37.860399,54.4036,0.0,455.8164,268.66,362.691,267.7874,0.0,0.0,267.7874,157.5929,99.8913,0.0,40.5,23.4083333333
982,RegionB,12.48,41.763533,58.4374,49.5,392.0625,288.58,389.583,331.1456,0.0,0.0,331.1456,198.1575,145.9263,49.5,0.0,28.4116666667
983,RegionB,12.48,33.874644,57.4735,49.5,403.2465,283.82,383.157,325.6834,0.0,0.0,325.6834,197.4293,191.9613,49.5,0.0,23.9476666667
984,RegionB,11.2853333333,27.022792,76.7009,49.5,413.9891,378.77,511.3395,450.8386,16.2,0.0,450.8386,275.5525,253.0623,65.7,0.0,19.3513333333
985,RegionB,7.36,20.34188,77.5372,49.5,460.8328,382.9,516.915,455.5777,16.2,0.0,455.5777,279.3603,314.1633,65.7,0.0,14.12
986,RegionB,7.36,23.418803,79.704,0.0,570.296,393.6,531.36,457.932,6.276,0.0,457.932,280.3002,320.0,6.276,0.0,15.56
987,RegionB,13.0186666667,31.638177,79.704,0.0,642.646,393.6,531.36,451.656,0.0,0.0,451.656,274.5617,320.0,0.0,0.0,22.28
988,RegionB,5.92,22.923077,79.704,0.0,720.296,393.6,531.36,451.656,0.0,0.0,451.656,271.4453,320.0,0.0,0.0,14.88
989,RegionB,5.92,21.019943,79.704,0.0,797.946,393.6,531.36,451.656,0.0,0.0,451.656,267.3352,320.0,0.0,0.0,13.8826666667
990,RegionB,17.7946666667,39.977208,79.704,0.0,870.296,393.6,531.36,451.656,0.0,0.0,451.656,262.5025,320.0,0.0,0.0,29.3413333333
991,RegionB,12.96,41.7151,79.704,0.0,932.426,393.6,531.36,451.656,0.0,0.0,451.656,257.3084,320.0,0.0,0.0,28.6226666667
992,RegionB,12.96,40.82906,79.704,0.0,980.106,393.6,531.36,451.656,0.0,0.0,451.656,252.1144,320.0,0.0,0.0,28.3966666667
993,RegionB,12.96,34.296296,83.8298,0.0,1005.9502,393.6,531.36,447.5302,0.0,0.0,447.5302,245.0228,320.0,0.0,0.0,24.7393333333
994,RegionB,4.752,23.131054,87.6744,0.0,1012.3256,393.6,531.36,443.6856,0.0,0.0,443.6856,238.9247,320.0,0.0,0.0,15.0196666667
995,RegionB,0.0,10.68661,88.6414,0.0,1001.1386,383.5,517.725,429.0836,0.0,0.0,429.0836,228.1438,320.0,0.0,0.0,6.113
996,RegionB,0.0,7.908832,82.9395,0.0,976.8705,349.11,471.2985,388.359,0.0,0.0,388.359,204.8982,320.0,0.0,0.0,4.5466666667
997,RegionB,5.12,15.207977,80.076,0.0,932.054,331.413,447.4076,367.3316,0.0,0.0,367.3316,193.4368,320.0,0.0,0.0,10.6973333333
998,RegionB,5.12,19.017094,77.1136,0.0,872.8864,317.34,428.409,351.2954,0.0,0.0,351.2954,185.765,320.0,0.0,0.0,12.48
999,RegionB,7.9813333333,28.527066,66.2114,0.0,811.4386,274.031,369.9419,303.7305,0.0,0.0,303.7305,162.2225,320.0,0.0,0.0,18.9973333333
1000,RegionB,29.6533333333,50.031339,58.638,0.0,741.362,246.82,333.207,274.569,0.0,0.0,274.569,148.8438,320.0,0.0,0.0,39.8263333333
1001,RegionB,21.44,42.478632,56.6449,0.0,665.7051,245.07,330.8445,233.6996,0.0,0.0,233.6996,129.0723,275.9783,0.0,40.5,32.02
1002,RegionB,20.7573333333,42.863248,50.9496,0.0,599.0504,228.73,308.7855,217.3359,0.0,0.0,217.3359,122.5992,231.9565,0.0,40.5,32.0246666667
1003,RegionB,25.12,43.22792,49.3522,0.0,538.5178,231.72,312.822,222.9698,0.0,0.0,222.9698,128.609,187.9348,0.0,40.5,34.1516666667
1004,RegionB,25.12,42.319088,50.2889,0.0,489.9012,248.34,335.259,244.4702,0.0,0.0,244.4702,144.0907,143.913,0.0,40.5,33.8453333333
1005,RegionB,9.84,25.917379,55.9528,0.0,454.2672,276.31,373.0185,276.5657,0.0,0.0,276.5657,166.299,99.8913,0.0,40.5,18.5236666667
1006,RegionB,0.0,20.54416,64.9093,49.5,385.5906,320.54,432.729,367.8197,0.0,0.0,367.8197,224.9217,145.9263,49.5,0.0,11.2983333333
1007,RegionB,0.0,23.301994,67.4143,49.5,393.3057,332.91,449.4285,382.0142,0.0,0.0,382.0142,236.6578,191.9613,49.5,0.0,12.7453333333
1008,RegionB,0.0,25.034188,71.3043,49.5,419.3857,352.12,475.362,420.2577,16.2,0.0,420.2577,262.577,253.0623,65.7,0.0,13.637
1009,RegionB,0.0,23.803419,76.5369,49.5,461.8331,377.96,510.246,449.9091,16.2,0.0,449.9091,282.138,314.1633,65.7,0.0,12.7873333333
1010,RegionB,0.0,18.529915,78.9851,0.0,571.0149,390.05,526.5675,453.8584,6.276,0.0,453.8584,284.1607,320.0,6.276,0.0,9.8506666667
1011,RegionB,0.0,16.837607,79.704,0.0,642.646,393.6,531.36,451.656,0.0,0.0,451.656,280.9752,320.0,0.0,0.0,9.1
1012,RegionB,0.0,12.447293,79.704,0.0,720.296,393.6,531.36,451.656,0.0,0.0,451.656,277.9491,320.0,0.0,0.0,6.6376666667
1013,RegionB,0.0,15.131054,79.704,0.0,797.946,393.6,531.36,451.656,0.0,0.0,451.656,273.8842,320.0,0.0,0.0,8.2866666667
1014,RegionB,3.2,15.282051,79.704,0.0,870.296,393.6,531.36,451.656,0.0,0.0,451.656,269.1418,320.0,0.0,0.0,9.732
1015,RegionB,6.56,17.820513,79.704,0.0,932.426,393.6,531.36,451.656,0.0,0.0,451.656,263.9929,320.0,0.0,0.0,12.345
1016,RegionB,4.0533333333,15.954416,79.704,0.0,980.106,393.6,531.36,451.656,0.0,0.0,451.656,258.8441,320.0,0.0,0.0,10.2273333333
1017,RegionB,12.0,27.880342,83.8298,0.0,1005.9502,393.6,531.36,447.5302,0.0,0.0,447.5302,251.7357,320.0,0.0,0.0,20.128
1018,RegionB,12.0,29.837607,87.6744,0.0,1012.3256,393.6,531.36,443.6856,0.0,0.0,443.6856,245.58,320.0,0.0,0.0,21.1096666667
1019,RegionB,21.6,40.17094,89.2331,0.0,1000.5469,386.06,521.181,431.9479,0.0,0.0,431.9479,236.1891,320.0,0.0,0.0,30.6
1020,RegionB,20.32,40.08547,84.6072,0.0,975.2028,356.13,480.7755,396.1683,0.0,0.0,396.1683,215.0005,320.0,0.0,0.0,30.276
1021,RegionB,6.624,24.376068,80.3846,0.0,931.7454,332.69,449.1315,368.7469,0.0,0.0,368.7469,199.7502,320.0,0.0,0.0,16.26
1022,RegionB,0.0,15.264957,74.8391,0.0,875.1609,307.98,415.773,340.9339,0.0,0.0,340.9339,185.4339,320.0,0.0,0.0,8.376
1023,RegionB,5.92,25.381766,69.3353,0.0,808.3147,286.96,387.396,318.0607,0.0,0.0,318.0607,174.6471,320.0,0.0,0.0,16.4883333333
1024,RegionB,5.92,33.102564,58.07,0.0,741.93,244.429,329.9792,271.9092,0.0,0.0,271.9092,151.4534,320.0,0.0,0.0,21.0353333333
1025,RegionB,18.9866666667,44.270655,48.3725,0.0,673.9775,209.28,282.528,193.6555,0.0,0.0,193.6555,109.822,275.9783,0.0,40.5,32.7813333333
1026,RegionB,5.92,25.609687,50.2346,0.0,599.7654,225.52,304.452,213.7174,0.0,0.0,213.7174,123.6996,231.9565,0.0,40.5,17.0216666667
1027,RegionB,24.48,40.202279,55.2433,0.0,532.6267,259.38,350.163,254.4197,0.0,0.0,254.4197,150.4384,187.9348,0.0,40.5,32.6156666667
1028,RegionB,23.9866666667,39.595442,48.3246,0.0,491.8654,238.64,322.164,233.3394,0.0,0.0,233.3394,140.8903,143.913,0.0,40.5,31.762
1029,RegionB,18.56,27.592593,51.9129,0.0,458.3071,256.36,346.086,253.6731,0.0,0.0,253.6731,156.1358,99.8913,0.0,40.5,22.7516666667
1030,RegionB,18.56,29.461538,55.3736,49.5,395.1264,273.45,369.1575,313.7839,0.0,0.0,313.7839,196.3032,145.9263,49.5,0.0,23.8866666667
1031,RegionB,15.776,24.609687,64.6542,49.5,396.0658,319.28,431.028,366.3738,0.0,0.0,366.3738,232.0612,191.9613,49.5,0.0,19.8826666667
1032,RegionB,0.0,7.928775,74.7266,49.5,415.9635,369.02,498.177,439.6505,16.2,0.0,439.6505,280.6728,253.0623,65.7,0.0,4.2356666667
1033,RegionB,0.0,9.230769,79.704,49.5,458.666,393.6,531.36,467.856,16.2,0.0,467.856,299.615,314.1633,65.7,0.0,4.928
1034,RegionB,22.4,36.980057,79.704,0.0,570.296,393.6,531.36,457.932,6.276,0.0,457.932,292.7101,320.0,6.276,0.0,29.4666666667
1035,RegionB,41.92,64.920228,79.704,0.0,642.646,393.6,531.36,451.656,0.0,0.0,451.656,286.7564,320.0,0.0,0.0,53.0626666667
1036,RegionB,56.2773333333,74.524217,79.704,0.0,720.296,393.6,531.36,451.656,0.0,0.0,451.656,283.5948,320.0,0.0,0.0,64.1513333333
1037,RegionB,39.36,49.504274,79.704,0.0,797.946,393.6,531.36,451.656,0.0,0.0,451.656,279.3944,320.0,0.0,0.0,43.3446666667
1038,RegionB,28.2,38.162393,79.704,0.0,870.296,393.6,531.36,451.656,0.0,0.0,451.656,274.4714,320.0,0.0,0.0,32.38
1039,RegionB,28.64,39.564103,79.704,0.0,932.426,393.6,531.36,451.656,0.0,0.0,451.656,269.1418,320.0,0.0,0.0,33.448
1040,RegionB,35.3653333333,46.404558,79.704,0.0,980.106,393.6,531.36,451.656,0.0,0.0,451.656,263.8574,320.0,0.0,0.0,40.104
1041,RegionB,29.5306666667,43.481481,83.8298,0.0,1005.9502,393.6,531.36,447.5302,0.0,0.0,447.5302,256.5243,320.0,0.0,0.0,36.2546666667
1042,RegionB,15.68,28.330484,87.6744,0.0,1012.3256,393.6,531.36,443.6856,0.0,0.0,443.6856,250.1499,320.0,0.0,0.0,22.304
1043,RegionB,15.68,31.769231,85.5233,0.0,1004.2567,370.01,499.5135,413.9902,0.0,0.0,413.9902,230.4269,320.0,0.0,0.0,24.205
1044,RegionB,20.64,33.675214,82.127,0.0,977.683,345.69,466.6815,384.5545,0.0,0.0,384.5545,212.3126,320.0,0.0,0.0,27.196
1045,RegionB,18.288,31.139601,81.8529,0.0,930.2771,338.767,457.3354,375.4825,0.0,0.0,375.4825,206.7782,320.0,0.0,0.0,24.6693333333
1046,RegionB,28.7786666667,45.820513,76.5287,0.0,873.4713,314.933,425.1596,348.6309,0.0,0.0,348.6309,192.5837,320.0,0.0,0.0,37.1253333333
1047,RegionB,18.24,31.34188,71.0718,0.0,806.5782,294.147,397.0984,326.0266,0.0,0.0,326.0266,181.6294,320.0,0.0,0.0,24.904
1048,RegionB,8.0586666667,24.216524,56.5688,0.0,743.4312,238.11,321.4485,264.8797,0.0,0.0,264.8797,149.5246,320.0,0.0,0.0,16.6026666667
1049,RegionB,4.96,20.726496,51.2017,0.0,671.1483,221.52,299.052,207.3503,0.0,0.0,207.3503,119.0606,275.9783,0.0,40.5,13.42
1050,RegionB,13.368,31.082621,45.245,0.0,604.755,203.12,274.212,188.467,0.0,0.0,188.467,110.3286,231.9565,0.0,40.5,22.9106666667
1051,RegionB,0.2186666667,15.413105,47.7442,0.0,540.1258,224.17,302.6295,214.3853,0.0,0.0,214.3853,128.0738,187.9348,0.0,40.5,8.8386666667
1052,RegionB,6.4,25.578348,48.8511,0.0,491.3389,241.24,325.674,236.3229,0.0,0.0,236.3229,144.0152,143.913,0.0,40.5,17.2106666667
1053,RegionB,15.04,37.156695,49.9912,0.0,460.2288,246.87,333.2745,242.7833,0.0,0.0,242.7833,150.6471,99.8913,0.0,40.5,26.9526666667
1054,RegionB,6.976,27.769231,59.1037,49.5,391.3963,291.87,394.0245,334.9208,0.0,0.0,334.9208,211.0001,145.9263,49.5,0.0,18.144
1055,RegionB,6.4,27.336182,64.4699,49.5,396.2501,318.37,429.7995,365.3296,0.0,0.0,365.3296,232.8245,191.9613,49.5,0.0,17.836
1056,RegionB,6.08,27.196581,72.3816,49.5,418.3084,357.44,482.544,426.3624,16.2,0.0,426.3624,273.6394,253.0623,65.7,0.0,17.5783333333
1057,RegionB,0.0,22.296296,79.704,49.5,458.666,393.6,531.36,467.856,16.2,0.0,467.856,300.925,314.1633,65.7,0.0,12.2943333333
1058,RegionB,0.0,13.806268,79.704,0.0,570.296,393.6,531.36,457.932,6.276,0.0,457.932,293.7176,320.0,6.276,0.0,7.459
1059,RegionB,0.0,21.880342,79.704,0.0,642.646,393.6,531.36,451.656,0.0,0.0,451.656,287.5242,320.0,0.0,0.0,11.86
1060,RegionB,0.0,25.763533,79.704,0.0,720.296,393.6,531.36,451.656,0.0,0.0,451.656,284.0916,320.0,0.0,0.0,14.2773333333
1061,RegionB,0.0,24.031339,79.704,0.0,797.946,393.6,531.36,451.656,0.0,0.0,451.656,279.6202,320.0,0.0,0.0,13.3493333333
1062,RegionB,4.16,27.777778,79.704,0.0,870.296,393.6,531.36,451.656,0.0,0.0,451.656,274.4714,320.0,0.0,0.0,17.0866666667
1063,RegionB,4.16,27.188034,79.704,0.0,932.426,393.6,531.36,451.656,0.0,0.0,451.656,268.916,320.0,0.0,0.0,16.879
1064,RegionB,4.16,24.957265,79.704,0.0,980.106,393.6,531.36,451.656,0.0,0.0,451.656,263.3606,320.0,0.0,0.0,15.7126666667
1065,RegionB,4.16,24.584046,83.8298,0.0,1005.9502,393.6,531.36,447.5302,0.0,0.0,447.5302,255.7635,320.0,0.0,0.0,15.5913333333
1066,RegionB,9.6,23.792023,87.6744,0.0,1012.3256,393.6,531.36,443.6856,0.0,0.0,443.6856,249.1738,320.0,0.0,0.0,17.1783333333
1067,RegionB,8.8373333333,23.980057,86.4201,0.0,1003.3599,373.89,504.7515,418.3314,0.0,0.0,418.3314,231.6719,320.0,0.0,0.0,16.9323333333
1068,RegionB,5.44,23.065527,80.9676,0.0,978.8424,340.81,460.0935,379.1259,0.0,0.0,379.1259,208.0643,320.0,0.0,0.0,15.1133333333
1069,RegionB,25.44,46.917379,83.0823,0.0,929.0477,343.855,464.2043,381.122,0.0,0.0,381.122,208.3975,320.0,0.0,0.0,36.4106666667
1070,RegionB,22.6293333333,43.706553,75.6075,0.0,874.3925,311.142,420.0417,344.4342,0.0,0.0,344.4342,188.7155,320.0,0.0,0.0,33.2576666667
1071,RegionB,20.0,40.509972,68.9192,0.0,808.7308,285.238,385.0713,316.1521,0.0,0.0,316.1521,174.5476,320.0,0.0,0.0,30.3846666667
1072,RegionB,20.0,37.088319,59.106,0.0,740.894,248.79,335.8665,276.7605,0.0,0.0,276.7605,154.7091,320.0,0.0,0.0,28.0373333333
1073,RegionB,21.976,38.894587,54.886,0.0,667.464,237.46,320.571,225.185,0.0,0.0,225.185,127.9276,275.9783,0.0,40.5,29.8323333333
1074,RegionB,32.16,50.165242,45.8887,0.0,604.1113,206.01,278.1135,191.7248,0.0,0.0,191.7248,110.9703,231.9565,0.0,40.5,40.2753333333
1075,RegionB,17.16,39.327635,48.3427,0.0,539.5273,226.98,306.423,217.5803,0.0,0.0,217.5803,128.4377,187.9348,0.0,40.5,28.154
1076,RegionB,22.56,43.911681,50.866,0.0,489.324,251.19,339.1065,247.7405,0.0,0.0,247.7405,149.0902,143.913,0.0,40.5,32.9826666667
1077,RegionB,25.12,43.094017,60.0453,0.0,450.1747,296.52,400.302,299.7567,0.0,0.0,299.7567,183.601,99.8913,0.0,40.5,33.6833333333
1078,RegionB,28.96,46.290598,62.5158,49.5,387.9842,308.72,416.772,354.2562,0.0,0.0,354.2562,220.1702,145.9263,49.5,0.0,37.164
1079,RegionB,32.096,48.561254,70.7737,49.5,389.9463,349.5,471.825,401.0512,0.0,0.0,401.0512,251.9805,191.9613,49.5,0.0,39.9596666667
1080,RegionB,28.4586666667,45.575499,76.0995,49.5,414.5905,375.8,507.33,447.4305,16.2,0.0,447.4305,282.955,253.0623,65.7,0.0,36.7446666667
1081,RegionB,12.9466666667,22.296296,78.8819,49.5,459.4882,389.54,525.879,463.1972,16.2,0.0,463.1972,293.3891,314.1633,65.7,0.0,17.4616666667
1082,RegionB,4.16,12.082621,79.4002,0.0,570.5997,392.1,529.335,456.2108,6.276,0.0,456.2108,287.9602,320.0,6.276,0.0,8.2363333333
1083,RegionB,10.128,18.641026,79.704,0.0,642.646,393.6,531.36,451.656,0.0,0.0,451.656,282.6915,320.0,0.0,0.0,14.023
1084,RegionB,9.92,18.780627,79.704,0.0,720.296,393.6,531.36,451.656,0.0,0.0,451.656,279.0782,320.0,0.0,0.0,13.9293333333
1085,RegionB,9.92,19.806268,79.704,0.0,797.946,393.6,531.36,451.656,0.0,0.0,451.656,274.4714,320.0,0.0,0.0,14.5493333333
1086,RegionB,9.92,17.376068,79.704,0.0,870.296,393.6,531.36,451.656,0.0,0.0,451.656,269.1418,320.0,0.0,0.0,13.262
1087,RegionB,18.88,26.25641,79.704,0.0,932.426,393.6,531.36,451.656,0.0,0.0,451.656,263.4058,320.0,0.0,0.0,21.868
1088,RegionB,13.92,24.472934,79.704,0.0,980.106,393.6,531.36,451.656,0.0,0.0,451.656,257.7149,320.0,0.0,0.0,19.1133333333
1089,RegionB,8.96,19.820513,83.8298,0.0,1005.9502,393.6,531.36,447.5302,0.0,0.0,447.5302,250.0351,320.0,0.0,0.0,14.456
1090,RegionB,13.76,23.190883,87.6744,0.0,1012.3256,393.6,531.36,443.6856,0.0,0.0,443.6856,243.3616,320.0,0.0,0.0,18.2446666667
1091,RegionB,8.96,17.521368,90.3587,0.0,999.4213,390.93,527.7555,437.3968,0.0,0.0,437.3968,236.413,320.0,0.0,0.0,13.24
1092,RegionB,8.96,16.598291,82.785,0.0,977.025,348.46,470.421,387.636,0.0,0.0,387.636,207.4628,320.0,0.0,0.0,12.842
1093,RegionB,5.5253333333,7.851852,79.1627,0.0,932.9673,327.633,442.3046,363.1419,0.0,0.0,363.1419,193.5183,320.0,0.0,0.0,6.5653333333
1094,RegionB,0.0,7.752137,75.1283,0.0,874.8717,309.17,417.3795,342.2512,0.0,0.0,342.2512,182.7279,320.0,0.0,0.0,4.328
1095,RegionB,0.0,9.327635,67.2593,0.0,810.3907,278.368,375.7968,308.5375,0.0,0.0,308.5375,165.9623,320.0,0.0,0.0,5.0653333333
1096,RegionB,0.0,10.270655,61.1183,0.0,738.8817,257.26,347.301,286.1827,0.0,0.0,286.1827,155.8551,320.0,0.0,0.0,5.5733333333
1097,RegionB,0.0,17.267806,57.3846,0.0,664.9654,248.27,335.1645,237.2799,0.0,0.0,237.2799,131.3582,275.9783,0.0,40.5,9.2456666667
1098,RegionB,0.0,12.387464,55.9704,0.0,594.0296,251.27,339.2145,242.7441,0.0,0.0,242.7441,136.932,231.9565,0.0,40.5,6.5513333333
1099,RegionB,0.0,15.111111,49.9869,0.0,537.8831,234.7,316.845,226.3581,0.0,0.0,226.3581,130.2691,187.9348,0.0,40.5,8.284
1100,RegionB,0.0,10.931624,48.3428,0.0,491.8472,238.73,322.2855,233.4427,0.0,0.0,233.4427,137.0075,143.913,0.0,40.5,5.9836666667
1101,RegionB,0.0,8.276353,52.2774,0.0,457.9426,258.16,348.516,255.7386,0.0,0.0,255.7386,152.8038,99.8913,0.0,40.5,4.4933333333
1102,RegionB,0.0,12.133903,60.989,49.5,389.5111,301.18,406.593,345.6041,0.0,0.0,345.6041,209.6089,145.9263,49.5,0.0,6.5383333333
1103,RegionB,18.4,32.344729,62.0723,49.5,398.6477,306.53,413.8155,351.7432,0.0,0.0,351.7432,215.6889,191.9613,49.5,0.0,25.3103333333
1104,RegionB,37.92,50.267806,70.1602,49.5,420.5298,346.47,467.7345,413.7743,16.2,0.0,413.7743,255.4229,253.0623,65.7,0.0,43.242
1105,RegionB,37.92,49.498575,79.704,49.5,458.666,393.6,531.36,467.856,16.2,0.0,467.856,289.2754,314.1633,65.7,0.0,42.7266666667
1106,RegionB,37.92,48.011396,79.704,0.0,570.296,393.6,531.36,457.932,6.276,0.0,457.932,282.1319,320.0,6.276,0.0,41.7693333333
1107,RegionB,37.92,52.333333,79.704,0.0,642.646,393.6,531.36,451.656,0.0,0.0,451.656,275.9167,320.0,0.0,0.0,44.3866666667
