Stage,ForecastOriginHour,Model,Hour,SourceRegion,TaskType,PointForecast,ActualGPU,Lower95,Lower80,BootstrapMedian,Upper80,Upper95
validation,2351,direct_mean,2365,RegionA,BatchInference,18.78061224489796,0.0,0.0,0.0,16.0,36.0,51.0
validation,2351,direct_mean,2365,RegionA,RealTimeInference,9.86267006802721,14.0,0.0,3.0,9.0,16.0,23.0
validation,2351,direct_mean,2365,RegionB,AITraining,25.920493197278912,58.0,0.0,0.0,0.0,74.0,121.0
validation,2351,direct_mean,2365,RegionB,BatchInference,18.438350340136054,9.0,0.0,0.0,16.0,35.0,50.0
validation,2351,direct_mean,2365,RegionB,RealTimeInference,8.318452380952381,18.0,0.0,2.0,7.0,14.0,20.0
validation,2351,direct_mean,2365,RegionC,AITraining,24.667091836734695,0.0,0.0,0.0,0.0,70.0,120.0
validation,2351,direct_mean,2365,RegionC,BatchInference,14.509353741496598,15.0,0.0,0.0,12.0,28.0,43.0
validation,2351,direct_mean,2365,RegionC,RealTimeInference,7.084608843537415,14.0,0.0,1.0,6.0,13.0,18.0
validation,2351,direct_mean,2365,RegionD,AITraining,170.34013605442178,86.0,0.0,49.0,151.0,290.0,413.0499999999993
validation,2351,direct_mean,2365,RegionD,BatchInference,18.812925170068027,57.0,0.0,0.0,16.0,35.0,52.0
validation,2351,direct_mean,2365,RegionD,RealTimeInference,0.828656462585034,0.0,0.0,0.0,0.0,1.0,6.0
validation,2351,direct_mean,2365,RegionE,AITraining,121.21471088435374,0.0,0.0,0.0,107.0,214.0,314.0
validation,2351,direct_mean,2365,RegionE,BatchInference,12.249574829931973,0.0,0.0,0.0,9.0,24.0,40.0
validation,2351,direct_mean,2365,RegionE,RealTimeInference,1.0952380952380953,0.0,0.0,0.0,0.0,3.0,7.0
validation,2351,direct_mean,2365,RegionF,AITraining,122.42942176870748,125.0,0.0,0.0,106.0,217.0,325.0
validation,2351,direct_mean,2365,RegionF,BatchInference,11.350340136054422,0.0,0.0,0.0,7.0,23.0,36.0
validation,2351,direct_mean,2365,RegionF,RealTimeInference,0.8324829931972789,1.0,0.0,0.0,0.0,1.0,6.0
validation,2351,direct_mean,2366,RegionA,AITraining,26.37329931972789,0.0,0.0,0.0,0.0,73.0,122.0
validation,2351,direct_mean,2366,RegionA,BatchInference,18.78061224489796,14.0,0.0,0.0,16.0,35.0,51.0
validation,2351,direct_mean,2366,RegionA,RealTimeInference,9.86267006802721,13.0,0.0,3.0,9.0,17.0,24.0
validation,2351,direct_mean,2366,RegionB,AITraining,25.920493197278912,0.0,0.0,0.0,0.0,71.0,121.0
validation,2351,direct_mean,2366,RegionB,BatchInference,18.438350340136054,0.0,0.0,0.0,16.0,34.0,50.0
validation,2351,direct_mean,2366,RegionB,RealTimeInference,8.318452380952381,9.0,0.0,2.0,7.0,14.0,20.0
validation,2351,direct_mean,2366,RegionC,AITraining,24.667091836734695,45.0,0.0,0.0,0.0,69.0,118.0
validation,2351,direct_mean,2366,RegionC,BatchInference,14.509353741496598,16.0,0.0,0.0,12.0,28.0,43.0
validation,2351,direct_mean,2366,RegionC,RealTimeInference,7.084608843537415,13.0,0.0,0.0,6.0,12.0,18.0
validation,2351,direct_mean,2366,RegionD,AITraining,170.34013605442178,160.0,0.0,49.0,153.0,288.0,412.0
validation,2351,direct_mean,2366,RegionD,BatchInference,18.812925170068027,22.0,0.0,0.0,17.0,35.0,53.0
validation,2351,direct_mean,2366,RegionD,RealTimeInference,0.828656462585034,0.0,0.0,0.0,0.0,1.0,6.0
validation,2351,direct_mean,2366,RegionE,AITraining,121.21471088435374,0.0,0.0,0.0,109.0,218.0,320.0
validation,2351,direct_mean,2366,RegionE,BatchInference,12.249574829931973,19.0,0.0,0.0,9.0,24.0,39.0
validation,2351,direct_mean,2366,RegionE,RealTimeInference,1.0952380952380953,0.0,0.0,0.0,0.0,3.0,7.0
validation,2351,direct_mean,2366,RegionF,AITraining,122.42942176870748,198.0,0.0,0.0,104.0,219.0,320.0
validation,2351,direct_mean,2366,RegionF,BatchInference,11.350340136054422,0.0,0.0,0.0,7.0,23.0,38.0
validation,2351,direct_mean,2366,RegionF,RealTimeInference,0.8324829931972789,0.0,0.0,0.0,0.0,1.0,6.0
validation,2351,direct_mean,2367,RegionA,AITraining,26.37329931972789,0.0,0.0,0.0,0.0,73.0,122.0
validation,2351,direct_mean,2367,RegionA,BatchInference,18.78061224489796,9.0,0.0,0.0,16.0,35.0,51.0
validation,2351,direct_mean,2367,RegionA,RealTimeInference,9.86267006802721,20.0,0.0,3.0,9.0,16.0,23.0
validation,2351,direct_mean,2367,RegionB,AITraining,25.920493197278912,49.0,0.0,0.0,0.0,74.0,122.0
validation,2351,direct_mean,2367,RegionB,BatchInference,18.438350340136054,0.0,0.0,0.0,16.0,35.0,50.0
validation,2351,direct_mean,2367,RegionB,RealTimeInference,8.318452380952381,5.0,0.0,2.0,7.0,14.0,20.0
validation,2351,direct_mean,2367,RegionC,AITraining,24.667091836734695,0.0,0.0,0.0,0.0,72.0,122.0
validation,2351,direct_mean,2367,RegionC,BatchInference,14.509353741496598,20.0,0.0,0.0,12.0,29.0,44.0
validation,2351,direct_mean,2367,RegionC,RealTimeInference,7.084608843537415,0.0,0.0,0.0,6.0,12.0,18.0
validation,2351,direct_mean,2367,RegionD,AITraining,170.34013605442178,231.0,0.0,49.0,151.0,289.0,416.0
validation,2351,direct_mean,2367,RegionD,BatchInference,18.812925170068027,5.0,0.0,0.0,17.0,35.0,53.0
validation,2351,direct_mean,2367,RegionD,RealTimeInference,0.828656462585034,0.0,0.0,0.0,0.0,1.0,6.0
validation,2351,direct_mean,2367,RegionE,AITraining,121.21471088435374,110.0,0.0,0.0,107.0,213.0,316.0
validation,2351,direct_mean,2367,RegionE,BatchInference,12.249574829931973,11.0,0.0,0.0,9.0,24.0,40.0
validation,2351,direct_mean,2367,RegionE,RealTimeInference,1.0952380952380953,7.0,0.0,0.0,0.0,3.0,7.0
validation,2351,direct_mean,2367,RegionF,AITraining,122.42942176870748,192.0,0.0,16.0,106.0,216.0,325.0
validation,2351,direct_mean,2367,RegionF,BatchInference,11.350340136054422,4.0,0.0,0.0,7.0,23.0,38.0
validation,2351,direct_mean,2367,RegionF,RealTimeInference,0.8324829931972789,0.0,0.0,0.0,0.0,1.0,6.0
validation,2351,direct_mean,2368,RegionA,AITraining,26.37329931972789,0.0,0.0,0.0,0.0,71.0,121.0
validation,2351,direct_mean,2368,RegionA,BatchInference,18.78061224489796,0.0,0.0,0.0,16.0,36.0,53.0
validation,2351,direct_mean,2368,RegionA,RealTimeInference,9.86267006802721,11.0,0.0,3.0,9.0,16.0,23.0
validation,2351,direct_mean,2368,RegionB,AITraining,25.920493197278912,113.0,0.0,0.0,0.0,75.0,122.0
validation,2351,direct_mean,2368,RegionB,BatchInference,18.438350340136054,0.0,0.0,0.0,16.0,34.0,50.0
validation,2351,direct_mean,2368,RegionB,RealTimeInference,8.318452380952381,11.0,0.0,2.0,7.0,14.0,21.0
validation,2351,direct_mean,2368,RegionC,AITraining,24.667091836734695,0.0,0.0,0.0,0.0,70.17000000000007,120.0
validation,2351,direct_mean,2368,RegionC,BatchInference,14.509353741496598,10.0,0.0,0.0,12.0,29.0,44.0
validation,2351,direct_mean,2368,RegionC,RealTimeInference,7.084608843537415,9.0,0.0,1.0,6.0,12.0,18.0
validation,2351,direct_mean,2368,RegionD,AITraining,170.34013605442178,256.0,0.0,46.0,147.0,287.0,406.0499999999993
validation,2351,direct_mean,2368,RegionD,BatchInference,18.812925170068027,38.0,0.0,0.0,17.0,35.0,50.0
validation,2351,direct_mean,2368,RegionD,RealTimeInference,0.828656462585034,0.0,0.0,0.0,0.0,1.0,6.0
validation,2351,direct_mean,2368,RegionE,AITraining,121.21471088435374,167.0,0.0,0.0,108.0,216.0,320.0
validation,2351,direct_mean,2368,RegionE,BatchInference,12.249574829931973,15.0,0.0,0.0,9.0,24.0,40.0
validation,2351,direct_mean,2368,RegionE,RealTimeInference,1.0952380952380953,0.0,0.0,0.0,0.0,3.0,7.0
validation,2351,direct_mean,2368,RegionF,AITraining,122.42942176870748,0.0,0.0,0.0,107.0,218.0,312.0
validation,2351,direct_mean,2368,RegionF,BatchInference,11.350340136054422,13.0,0.0,0.0,7.0,23.0,38.0
validation,2351,direct_mean,2368,RegionF,RealTimeInference,0.8324829931972789,0.0,0.0,0.0,0.0,1.0,6.0
validation,2351,direct_mean,2369,RegionA,AITraining,26.37329931972789,16.0,0.0,0.0,0.0,77.0,122.0
validation,2351,direct_mean,2369,RegionA,BatchInference,18.78061224489796,19.0,0.0,0.0,16.0,36.0,51.0
validation,2351,direct_mean,2369,RegionA,RealTimeInference,9.86267006802721,8.0,0.0,3.0,9.0,16.0,23.0
validation,2351,direct_mean,2369,RegionB,AITraining,25.920493197278912,95.0,0.0,0.0,0.0,76.0,122.0
validation,2351,direct_mean,2369,RegionB,BatchInference,18.438350340136054,0.0,0.0,0.0,16.0,35.0,50.0
validation,2351,direct_mean,2369,RegionB,RealTimeInference,8.318452380952381,5.0,0.0,2.0,7.0,14.0,21.0
validation,2351,direct_mean,2369,RegionC,AITraining,24.667091836734695,0.0,0.0,0.0,0.0,69.0,118.0
validation,2351,direct_mean,2369,RegionC,BatchInference,14.509353741496598,0.0,0.0,0.0,12.0,28.0,44.0
validation,2351,direct_mean,2369,RegionC,RealTimeInference,7.084608843537415,3.0,0.0,1.0,6.0,13.0,18.0
validation,2351,direct_mean,2369,RegionD,AITraining,170.34013605442178,111.0,0.0,47.0,149.0,290.0,407.0
validation,2351,direct_mean,2369,RegionD,BatchInference,18.812925170068027,0.0,0.0,0.0,17.0,35.0,51.0
validation,2351,direct_mean,2369,RegionD,RealTimeInference,0.828656462585034,0.0,0.0,0.0,0.0,1.0,6.0
validation,2351,direct_mean,2369,RegionE,AITraining,121.21471088435374,274.0,0.0,0.0,108.0,215.0,316.0
validation,2351,direct_mean,2369,RegionE,BatchInference,12.249574829931973,22.0,0.0,0.0,9.0,23.0,41.0
validation,2351,direct_mean,2369,RegionE,RealTimeInference,1.0952380952380953,0.0,0.0,0.0,0.0,3.0,7.0
validation,2351,direct_mean,2369,RegionF,AITraining,122.42942176870748,334.0,0.0,13.280000000002474,108.0,217.17000000000007,325.0
validation,2351,direct_mean,2369,RegionF,BatchInference,11.350340136054422,0.0,0.0,0.0,8.0,23.0,38.0
validation,2351,direct_mean,2369,RegionF,RealTimeInference,0.8324829931972789,0.0,0.0,0.0,0.0,1.0,6.0
validation,2351,direct_mean,2370,RegionA,AITraining,26.37329931972789,74.0,0.0,0.0,0.0,77.0,122.0
validation,2351,direct_mean,2370,RegionA,BatchInference,18.78061224489796,10.0,0.0,0.0,16.0,35.0,51.0
validation,2351,direct_mean,2370,RegionA,RealTimeInference,9.86267006802721,10.0,0.0,3.0,9.0,16.0,23.0
validation,2351,direct_mean,2370,RegionB,AITraining,25.920493197278912,0.0,0.0,0.0,0.0,75.0,122.0
validation,2351,direct_mean,2370,RegionB,BatchInference,18.438350340136054,5.0,0.0,0.0,16.0,35.0,50.0
validation,2351,direct_mean,2370,RegionB,RealTimeInference,8.318452380952381,0.0,0.0,2.0,7.0,14.0,20.0
validation,2351,direct_mean,2370,RegionC,AITraining,24.667091836734695,0.0,0.0,0.0,0.0,73.0,121.0
validation,2351,direct_mean,2370,RegionC,BatchInference,14.509353741496598,0.0,0.0,0.0,12.0,28.0,43.0
validation,2351,direct_mean,2370,RegionC,RealTimeInference,7.084608843537415,4.0,0.0,1.0,6.0,13.0,18.0
validation,2351,direct_mean,2370,RegionD,AITraining,170.34013605442178,93.0,0.0,45.0,147.5,286.0,408.0
validation,2351,direct_mean,2370,RegionD,BatchInference,18.812925170068027,36.0,0.0,0.0,17.0,35.0,53.0
validation,2351,direct_mean,2370,RegionD,RealTimeInference,0.828656462585034,0.0,0.0,0.0,0.0,1.0,6.0
validation,2351,direct_mean,2370,RegionE,AITraining,121.21471088435374,24.0,0.0,0.0,109.0,218.0,319.0
validation,2351,direct_mean,2370,RegionE,BatchInference,12.249574829931973,0.0,0.0,0.0,9.0,24.0,40.0
validation,2351,direct_mean,2370,RegionE,RealTimeInference,1.0952380952380953,3.0,0.0,0.0,0.0,3.0,7.0
validation,2351,direct_mean,2370,RegionF,AITraining,122.42942176870748,122.0,0.0,18.0,108.0,219.0,325.0
validation,2351,direct_mean,2370,RegionF,BatchInference,11.350340136054422,0.0,0.0,0.0,7.5,23.0,37.0
validation,2351,direct_mean,2370,RegionF,RealTimeInference,0.8324829931972789,0.0,0.0,0.0,0.0,1.0,6.0
validation,2351,direct_mean,2371,RegionA,AITraining,26.37329931972789,0.0,0.0,0.0,0.0,77.0,122.0
validation,2351,direct_mean,2371,RegionA,BatchInference,18.78061224489796,32.0,0.0,0.0,16.0,36.0,51.0
validation,2351,direct_mean,2371,RegionA,RealTimeInference,9.86267006802721,17.0,0.0,3.0,9.0,16.0,23.0
validation,2351,direct_mean,2371,RegionB,AITraining,25.920493197278912,0.0,0.0,0.0,0.0,73.0,120.0
validation,2351,direct_mean,2371,RegionB,BatchInference,18.438350340136054,8.0,0.0,0.0,16.0,34.0,50.0
validation,2351,direct_mean,2371,RegionB,RealTimeInference,8.318452380952381,6.0,0.0,2.0,7.0,14.0,21.0
validation,2351,direct_mean,2371,RegionC,AITraining,24.667091836734695,186.0,0.0,0.0,0.0,69.0,120.0
validation,2351,direct_mean,2371,RegionC,BatchInference,14.509353741496598,0.0,0.0,0.0,12.0,29.0,44.0
validation,2351,direct_mean,2371,RegionC,RealTimeInference,7.084608843537415,6.0,0.0,1.0,6.0,13.0,18.0
validation,2351,direct_mean,2371,RegionD,AITraining,170.34013605442178,221.0,0.0,50.0,154.0,295.0,415.0
validation,2351,direct_mean,2371,RegionD,BatchInference,18.812925170068027,23.0,0.0,0.0,17.0,35.0,52.0
validation,2351,direct_mean,2371,RegionD,RealTimeInference,0.828656462585034,0.0,0.0,0.0,0.0,1.0,6.0
validation,2351,direct_mean,2371,RegionE,AITraining,121.21471088435374,69.0,0.0,0.0,107.0,214.17000000000007,315.0
validation,2351,direct_mean,2371,RegionE,BatchInference,12.249574829931973,0.0,0.0,0.0,9.0,23.0,39.0
validation,2351,direct_mean,2371,RegionE,RealTimeInference,1.0952380952380953,0.0,0.0,0.0,0.0,3.0,7.0
validation,2351,direct_mean,2371,RegionF,AITraining,122.42942176870748,135.0,0.0,0.0,105.0,217.0,325.0
validation,2351,direct_mean,2371,RegionF,BatchInference,11.350340136054422,23.0,0.0,0.0,7.0,23.0,37.0
validation,2351,direct_mean,2371,RegionF,RealTimeInference,0.8324829931972789,0.0,0.0,0.0,0.0,1.0,6.0
validation,2351,direct_mean,2372,RegionA,AITraining,26.37329931972789,0.0,0.0,0.0,0.0,72.0,122.0
validation,2351,direct_mean,2372,RegionA,BatchInference,18.78061224489796,0.0,0.0,0.0,16.0,35.0,52.0
validation,2351,direct_mean,2372,RegionA,RealTimeInference,9.86267006802721,0.0,0.0,3.0,9.0,16.0,23.0
validation,2351,direct_mean,2372,RegionB,AITraining,25.920493197278912,0.0,0.0,0.0,0.0,77.0,122.0
validation,2351,direct_mean,2372,RegionB,BatchInference,18.438350340136054,75.0,0.0,0.0,16.0,34.0,51.0
validation,2351,direct_mean,2372,RegionB,RealTimeInference,8.318452380952381,29.0,0.0,2.0,7.0,14.0,21.0
validation,2351,direct_mean,2372,RegionC,AITraining,24.667091836734695,0.0,0.0,0.0,0.0,73.0,121.0
validation,2351,direct_mean,2372,RegionC,BatchInference,14.509353741496598,17.0,0.0,0.0,12.0,28.0,43.0
validation,2351,direct_mean,2372,RegionC,RealTimeInference,7.084608843537415,0.0,0.0,0.0,6.0,13.0,18.0
validation,2351,direct_mean,2372,RegionD,AITraining,170.34013605442178,178.0,0.0,47.0,148.0,290.0,413.0
validation,2351,direct_mean,2372,RegionD,BatchInference,18.812925170068027,23.0,0.0,0.0,17.0,35.0,51.0
validation,2351,direct_mean,2372,RegionD,RealTimeInference,0.828656462585034,0.0,0.0,0.0,0.0,1.0,6.0
validation,2351,direct_mean,2372,RegionE,AITraining,121.21471088435374,0.0,0.0,0.0,108.0,214.0,316.0
validation,2351,direct_mean,2372,RegionE,BatchInference,12.249574829931973,0.0,0.0,0.0,9.0,23.0,39.04999999999927
validation,2351,direct_mean,2372,RegionE,RealTimeInference,1.0952380952380953,0.0,0.0,0.0,0.0,3.0,7.0
validation,2351,direct_mean,2372,RegionF,AITraining,122.42942176870748,151.0,0.0,0.0,108.0,222.0,327.0
validation,2351,direct_mean,2372,RegionF,BatchInference,11.350340136054422,17.0,0.0,0.0,7.0,23.0,38.0
validation,2351,direct_mean,2372,RegionF,RealTimeInference,0.8324829931972789,8.0,0.0,0.0,0.0,1.0,6.0
validation,2351,direct_mean,2373,RegionA,AITraining,26.37329931972789,0.0,0.0,0.0,0.0,73.0,121.0
validation,2351,direct_mean,2373,RegionA,BatchInference,18.78061224489796,18.0,0.0,0.0,16.0,36.0,51.0
validation,2351,direct_mean,2373,RegionA,RealTimeInference,9.86267006802721,2.0,0.0,3.0,9.0,16.0,23.0
validation,2351,direct_mean,2373,RegionB,AITraining,25.920493197278912,0.0,0.0,0.0,0.0,74.0,120.0
validation,2351,direct_mean,2373,RegionB,BatchInference,18.438350340136054,0.0,0.0,0.0,16.0,34.0,50.0
validation,2351,direct_mean,2373,RegionB,RealTimeInference,8.318452380952381,25.0,0.0,2.0,7.0,14.0,21.0
validation,2351,direct_mean,2373,RegionC,AITraining,24.667091836734695,0.0,0.0,0.0,0.0,69.0,120.0
validation,2351,direct_mean,2373,RegionC,BatchInference,14.509353741496598,0.0,0.0,0.0,12.0,28.0,43.0
validation,2351,direct_mean,2373,RegionC,RealTimeInference,7.084608843537415,9.0,0.0,1.0,6.0,12.0,18.0
validation,2351,direct_mean,2373,RegionD,AITraining,170.34013605442178,205.0,0.0,47.0,148.0,287.0,411.0
validation,2351,direct_mean,2373,RegionD,BatchInference,18.812925170068027,15.0,0.0,0.0,17.0,35.0,52.0
validation,2351,direct_mean,2373,RegionD,RealTimeInference,0.828656462585034,0.0,0.0,0.0,0.0,1.0,6.0
validation,2351,direct_mean,2373,RegionE,AITraining,121.21471088435374,41.0,0.0,0.0,108.0,216.0,311.0
validation,2351,direct_mean,2373,RegionE,BatchInference,12.249574829931973,17.0,0.0,0.0,9.0,24.0,40.0
validation,2351,direct_mean,2373,RegionE,RealTimeInference,1.0952380952380953,2.0,0.0,0.0,0.0,3.0,7.0
validation,2351,direct_mean,2373,RegionF,AITraining,122.42942176870748,163.0,0.0,0.0,106.0,220.0,314.0
validation,2351,direct_mean,2373,RegionF,BatchInference,11.350340136054422,9.0,0.0,0.0,7.0,23.0,38.0
validation,2351,direct_mean,2373,RegionF,RealTimeInference,0.8324829931972789,0.0,0.0,0.0,0.0,1.0,6.0
validation,2351,direct_mean,2374,RegionA,AITraining,26.37329931972789,143.0,0.0,0.0,0.0,73.0,121.0
validation,2351,direct_mean,2374,RegionA,BatchInference,18.78061224489796,8.0,0.0,0.0,16.0,36.0,51.0
validation,2351,direct_mean,2374,RegionA,RealTimeInference,9.86267006802721,0.0,0.0,3.0,9.0,16.0,23.0
validation,2351,direct_mean,2374,RegionB,AITraining,25.920493197278912,24.0,0.0,0.0,0.0,77.0,121.0
validation,2351,direct_mean,2374,RegionB,BatchInference,18.438350340136054,10.0,0.0,0.0,16.0,35.0,51.0
validation,2351,direct_mean,2374,RegionB,RealTimeInference,8.318452380952381,14.0,0.0,2.0,7.0,14.0,21.0
validation,2351,direct_mean,2374,RegionC,AITraining,24.667091836734695,0.0,0.0,0.0,0.0,71.0,120.0
validation,2351,direct_mean,2374,RegionC,BatchInference,14.509353741496598,5.0,0.0,0.0,12.0,28.0,43.0
validation,2351,direct_mean,2374,RegionC,RealTimeInference,7.084608843537415,0.0,0.0,1.0,6.0,12.0,18.0
validation,2351,direct_mean,2374,RegionD,AITraining,170.34013605442178,125.0,0.0,48.0,149.0,288.0,411.0499999999993
validation,2351,direct_mean,2374,RegionD,BatchInference,18.812925170068027,19.0,0.0,0.0,17.0,35.0,51.0
validation,2351,direct_mean,2374,RegionD,RealTimeInference,0.828656462585034,0.0,0.0,0.0,0.0,1.0,6.0
validation,2351,direct_mean,2374,RegionE,AITraining,121.21471088435374,252.0,0.0,0.0,108.0,215.0,314.0
validation,2351,direct_mean,2374,RegionE,BatchInference,12.249574829931973,12.0,0.0,0.0,9.0,23.0,40.0
validation,2351,direct_mean,2374,RegionE,RealTimeInference,1.0952380952380953,0.0,0.0,0.0,0.0,3.0,7.0
validation,2351,direct_mean,2374,RegionF,AITraining,122.42942176870748,91.0,0.0,0.0,105.0,218.0,325.0
validation,2351,direct_mean,2374,RegionF,BatchInference,11.350340136054422,14.0,0.0,0.0,7.0,23.0,38.0
validation,2351,direct_mean,2374,RegionF,RealTimeInference,0.8324829931972789,0.0,0.0,0.0,0.0,1.0,6.0
validation,2351,direct_mean,2375,RegionA,AITraining,26.37329931972789,84.0,0.0,0.0,0.0,75.0,122.0
validation,2351,direct_mean,2375,RegionA,BatchInference,18.78061224489796,44.0,0.0,0.0,16.0,36.0,52.0
validation,2351,direct_mean,2375,RegionA,RealTimeInference,9.86267006802721,5.0,0.0,3.0,9.0,16.0,23.0
validation,2351,direct_mean,2375,RegionB,AITraining,25.920493197278912,175.0,0.0,0.0,0.0,74.0,122.0
validation,2351,direct_mean,2375,RegionB,BatchInference,18.438350340136054,0.0,0.0,0.0,16.0,34.0,50.0
validation,2351,direct_mean,2375,RegionB,RealTimeInference,8.318452380952381,6.0,0.0,2.0,7.0,14.0,20.0
validation,2351,direct_mean,2375,RegionC,AITraining,24.667091836734695,0.0,0.0,0.0,0.0,70.0,120.0
validation,2351,direct_mean,2375,RegionC,BatchInference,14.509353741496598,8.0,0.0,0.0,12.0,29.0,43.0
validation,2351,direct_mean,2375,RegionC,RealTimeInference,7.084608843537415,4.0,0.0,1.0,6.0,12.0,18.0
validation,2351,direct_mean,2375,RegionD,AITraining,170.34013605442178,41.0,0.0,47.0,148.0,286.0,409.0
validation,2351,direct_mean,2375,RegionD,BatchInference,18.812925170068027,0.0,0.0,0.0,17.0,35.0,52.0
validation,2351,direct_mean,2375,RegionD,RealTimeInference,0.828656462585034,0.0,0.0,0.0,0.0,1.0,6.0
validation,2351,direct_mean,2375,RegionE,AITraining,121.21471088435374,46.0,0.0,0.0,108.0,216.0,318.0
validation,2351,direct_mean,2375,RegionE,BatchInference,12.249574829931973,16.0,0.0,0.0,9.0,24.0,40.0
validation,2351,direct_mean,2375,RegionE,RealTimeInference,1.0952380952380953,0.0,0.0,0.0,0.0,3.0,7.0
validation,2351,direct_mean,2375,RegionF,AITraining,122.42942176870748,0.0,0.0,0.0,108.0,220.0,325.0
validation,2351,direct_mean,2375,RegionF,BatchInference,11.350340136054422,7.0,0.0,0.0,7.0,23.0,37.0
validation,2351,direct_mean,2375,RegionF,RealTimeInference,0.8324829931972789,1.0,0.0,0.0,0.0,1.0,6.0
test,2375,direct_mean,2376,RegionA,AITraining,26.300925925925927,0.0,0.0,0.0,0.0,75.0,122.0
test,2375,direct_mean,2376,RegionA,BatchInference,18.751262626262626,11.0,0.0,0.0,16.0,36.0,51.0
test,2375,direct_mean,2376,RegionA,RealTimeInference,9.838804713804715,3.0,0.0,3.0,9.0,16.0,23.0
test,2375,direct_mean,2376,RegionB,AITraining,26.022306397306398,0.0,0.0,0.0,0.0,74.0,122.0
test,2375,direct_mean,2376,RegionB,BatchInference,18.412037037037038,26.0,0.0,0.0,16.0,34.0,50.0
test,2375,direct_mean,2376,RegionB,RealTimeInference,8.332912457912458,11.0,0.0,2.0,7.0,14.0,21.0
test,2375,direct_mean,2376,RegionC,AITraining,24.610690235690235,0.0,0.0,0.0,0.0,68.17000000000007,121.0
test,2375,direct_mean,2376,RegionC,BatchInference,14.478535353535353,0.0,0.0,0.0,12.0,28.0,44.0
test,2375,direct_mean,2376,RegionC,RealTimeInference,7.095538720538721,7.0,0.0,1.0,6.0,13.0,18.0
test,2375,direct_mean,2376,RegionD,AITraining,170.05765993265993,119.0,0.0,47.0,150.0,286.0,404.0
test,2375,direct_mean,2376,RegionD,BatchInference,18.835858585858585,10.0,0.0,0.0,17.0,34.0,52.0
test,2375,direct_mean,2376,RegionD,RealTimeInference,0.8261784511784511,0.0,0.0,0.0,0.0,1.0,6.0
test,2375,direct_mean,2376,RegionE,AITraining,121.13257575757575,111.0,0.0,0.0,107.0,213.0,314.0
test,2375,direct_mean,2376,RegionE,BatchInference,12.241582491582491,34.0,0.0,0.0,9.0,23.0,40.0
test,2375,direct_mean,2376,RegionE,RealTimeInference,1.093013468013468,0.0,0.0,0.0,0.0,3.0,7.0
test,2375,direct_mean,2376,RegionF,AITraining,122.66287878787878,124.0,0.0,0.0,107.0,219.0,330.0
test,2375,direct_mean,2376,RegionF,BatchInference,11.337542087542088,17.0,0.0,0.0,7.0,22.0,37.0
test,2375,direct_mean,2376,RegionF,RealTimeInference,0.8337542087542088,0.0,0.0,0.0,0.0,1.0,6.0
test,2375,direct_mean,2377,RegionA,AITraining,26.300925925925927,0.0,0.0,0.0,0.0,74.0,122.0
test,2375,direct_mean,2377,RegionA,BatchInference,18.751262626262626,35.0,0.0,0.0,16.0,36.0,52.0
test,2375,direct_mean,2377,RegionA,RealTimeInference,9.838804713804715,20.0,0.0,3.0,9.0,16.0,24.0
test,2375,direct_mean,2377,RegionB,AITraining,26.022306397306398,0.0,0.0,0.0,0.0,70.0,120.0
test,2375,direct_mean,2377,RegionB,BatchInference,18.412037037037038,4.0,0.0,0.0,16.0,35.0,51.0
test,2375,direct_mean,2377,RegionB,RealTimeInference,8.332912457912458,6.0,0.0,2.0,7.0,14.0,21.0
test,2375,direct_mean,2377,RegionC,AITraining,24.610690235690235,110.0,0.0,0.0,0.0,69.0,120.0
test,2375,direct_mean,2377,RegionC,BatchInference,14.478535353535353,0.0,0.0,0.0,12.0,29.0,43.0
test,2375,direct_mean,2377,RegionC,RealTimeInference,7.095538720538721,4.0,0.0,1.0,6.0,12.0,18.0
test,2375,direct_mean,2377,RegionD,AITraining,170.05765993265993,209.0,0.0,48.0,149.0,286.0,403.0
test,2375,direct_mean,2377,RegionD,BatchInference,18.835858585858585,0.0,0.0,0.0,17.0,35.0,51.0
test,2375,direct_mean,2377,RegionD,RealTimeInference,0.8261784511784511,0.0,0.0,0.0,0.0,1.0,6.0
test,2375,direct_mean,2377,RegionE,AITraining,121.13257575757575,321.0,0.0,0.0,107.0,217.0,318.0
test,2375,direct_mean,2377,RegionE,BatchInference,12.241582491582491,55.0,0.0,0.0,9.0,23.0,40.0
test,2375,direct_mean,2377,RegionE,RealTimeInference,1.093013468013468,5.0,0.0,0.0,0.0,3.0,7.0
test,2375,direct_mean,2377,RegionF,AITraining,122.66287878787878,321.0,0.0,16.0,108.0,218.0,318.0499999999993
test,2375,direct_mean,2377,RegionF,BatchInference,11.337542087542088,0.0,0.0,0.0,7.0,22.0,37.0
test,2375,direct_mean,2377,RegionF,RealTimeInference,0.8337542087542088,2.0,0.0,0.0,0.0,1.0,6.0
test,2375,direct_mean,2378,RegionA,AITraining,26.300925925925927,0.0,0.0,0.0,0.0,73.0,122.0
test,2375,direct_mean,2378,RegionA,BatchInference,18.751262626262626,0.0,0.0,0.0,16.0,36.0,52.0
test,2375,direct_mean,2378,RegionA,RealTimeInference,9.838804713804715,8.0,0.0,3.0,9.0,16.0,23.0
test,2375,direct_mean,2378,RegionB,AITraining,26.022306397306398,0.0,0.0,0.0,0.0,75.0,121.0
test,2375,direct_mean,2378,RegionB,BatchInference,18.412037037037038,18.0,0.0,0.0,16.0,35.0,51.0
