Stage,ForecastOriginHour,Model,Hour,AggregateLevel,AggregateName,Lower95,Lower80,BootstrapMedian,Upper80,Upper95,PointForecast,ActualGPU
test,2375,direct_mean,2387,Region,RegionD,9.0,31.0,170.0,366.0,466.0,189.71969696969697,141.0
test,2375,direct_mean,2388,Region,RegionD,9.0,33.0,169.0,364.0,460.02999999999884,189.71969696969697,92.0
test,2375,direct_mean,2389,Region,RegionD,10.0,36.0,166.0,359.09500000000116,462.0,189.71969696969697,276.0
test,2375,direct_mean,2390,Region,RegionD,10.0,35.0,169.0,362.0,461.02999999999884,189.71969696969697,353.0
test,2375,direct_mean,2391,Region,RegionD,9.0,34.0,169.0,366.0,472.0,189.71969696969697,144.0
test,2375,direct_mean,2392,Region,RegionD,9.0,33.0,171.0,366.0,472.0,189.71969696969697,250.0
test,2375,direct_mean,2393,Region,RegionD,11.0,35.0,168.0,362.0,462.0,189.71969696969697,43.0
test,2375,direct_mean,2394,Region,RegionD,10.0,33.0,168.0,365.0,462.0,189.71969696969697,255.0
test,2375,direct_mean,2395,Region,RegionD,9.0,36.0,173.0,367.0,467.0,189.71969696969697,157.0
test,2375,direct_mean,2396,Region,RegionD,9.0,35.0,169.0,366.0,467.0,189.71969696969697,235.0
test,2375,direct_mean,2397,Region,RegionD,9.0,35.0,169.0,365.0,461.0,189.71969696969697,64.0
test,2375,direct_mean,2398,Region,RegionD,10.0,32.90499999999997,169.0,364.0,462.0,189.71969696969697,400.0
test,2375,direct_mean,2399,Region,RegionD,8.0,34.0,171.0,365.0,468.0,189.71969696969697,0.0
test,2375,direct_mean,2376,Region,RegionE,0.0,10.0,120.0,277.0,357.0,134.4671717171717,145.0
test,2375,direct_mean,2377,Region,RegionE,0.0,11.0,120.0,279.0,368.0,134.4671717171717,381.0
test,2375,direct_mean,2378,Region,RegionE,0.0,10.0,117.0,279.0,367.0,134.4671717171717,379.0
test,2375,direct_mean,2379,Region,RegionE,0.0,11.0,120.0,275.09500000000116,359.0,134.4671717171717,70.0
test,2375,direct_mean,2380,Region,RegionE,0.0,12.0,121.0,280.0,370.0,134.4671717171717,93.0
test,2375,direct_mean,2381,Region,RegionE,0.0,10.0,121.0,277.0,364.0,134.4671717171717,168.0
test,2375,direct_mean,2382,Region,RegionE,0.0,11.0,120.0,279.0,367.0,134.4671717171717,29.0
test,2375,direct_mean,2383,Region,RegionE,0.0,11.0,119.0,279.0,364.0,134.4671717171717,300.0
test,2375,direct_mean,2384,Region,RegionE,0.0,9.0,120.0,280.0,367.02999999999884,134.4671717171717,163.0
test,2375,direct_mean,2385,Region,RegionE,0.0,10.0,119.0,277.09500000000116,361.0599999999977,134.4671717171717,144.0
test,2375,direct_mean,2386,Region,RegionE,0.0,10.0,121.0,279.0,367.0,134.4671717171717,118.0
test,2375,direct_mean,2387,Region,RegionE,0.0,9.0,118.0,279.0,367.0,134.4671717171717,436.0
test,2375,direct_mean,2388,Region,RegionE,0.0,12.0,119.0,281.0,367.0,134.4671717171717,0.0
test,2375,direct_mean,2389,Region,RegionE,0.0,11.0,120.0,281.0,368.0599999999977,134.4671717171717,150.0
test,2375,direct_mean,2390,Region,RegionE,0.0,11.0,122.0,279.0,368.0,134.4671717171717,533.0
test,2375,direct_mean,2391,Region,RegionE,0.0,11.0,119.0,277.0,367.0,134.4671717171717,316.0
test,2375,direct_mean,2392,Region,RegionE,0.0,10.0,119.0,279.0,364.0,134.4671717171717,118.0
test,2375,direct_mean,2393,Region,RegionE,0.0,11.0,120.0,278.0,364.0,134.4671717171717,0.0
test,2375,direct_mean,2394,Region,RegionE,0.0,11.0,119.0,277.0,368.0599999999977,134.4671717171717,278.0
test,2375,direct_mean,2395,Region,RegionE,0.0,10.0,120.0,286.0,377.0,134.4671717171717,269.0
test,2375,direct_mean,2396,Region,RegionE,0.0,10.0,118.0,276.0,361.0,134.4671717171717,121.0
test,2375,direct_mean,2397,Region,RegionE,0.0,11.0,120.0,279.0,370.0,134.4671717171717,148.0
test,2375,direct_mean,2398,Region,RegionE,0.0,10.0,121.0,279.0,364.0,134.4671717171717,191.0
test,2375,direct_mean,2399,Region,RegionE,0.0,10.0,119.0,280.0,364.0,134.4671717171717,132.0
test,2375,direct_mean,2376,Region,RegionF,0.0,10.0,120.0,284.0,371.0,134.8341750841751,141.0
test,2375,direct_mean,2377,Region,RegionF,0.0,10.0,120.0,282.0,367.0,134.8341750841751,323.0
test,2375,direct_mean,2378,Region,RegionF,0.0,9.0,119.5,285.0,371.0,134.8341750841751,305.0
test,2375,direct_mean,2379,Region,RegionF,0.0,12.0,119.0,282.0,369.0,134.8341750841751,111.0
test,2375,direct_mean,2380,Region,RegionF,0.0,10.0,117.0,284.0,369.0,134.8341750841751,345.0
test,2375,direct_mean,2381,Region,RegionF,0.0,11.0,117.0,286.0,371.0,134.8341750841751,191.0
test,2375,direct_mean,2382,Region,RegionF,0.0,10.0,119.0,286.0,372.0,134.8341750841751,181.0
test,2375,direct_mean,2383,Region,RegionF,0.0,10.0,117.0,280.0,368.0,134.8341750841751,159.0
test,2375,direct_mean,2384,Region,RegionF,0.0,10.0,121.0,287.0,373.0,134.8341750841751,179.0
test,2375,direct_mean,2385,Region,RegionF,0.0,10.0,118.0,284.0,369.0,134.8341750841751,400.0
test,2375,direct_mean,2386,Region,RegionF,0.0,10.0,117.0,284.0,369.0,134.8341750841751,126.0
test,2375,direct_mean,2387,Region,RegionF,0.0,9.0,117.0,284.0,372.0,134.8341750841751,226.0
test,2375,direct_mean,2388,Region,RegionF,0.0,10.0,119.0,284.0,367.0,134.8341750841751,345.0
test,2375,direct_mean,2389,Region,RegionF,0.0,10.0,120.0,284.0,371.0,134.8341750841751,48.0
test,2375,direct_mean,2390,Region,RegionF,0.0,10.0,118.0,282.0,369.0,134.8341750841751,102.0
test,2375,direct_mean,2391,Region,RegionF,0.0,9.0,118.0,282.0,371.0,134.8341750841751,79.0
test,2375,direct_mean,2392,Region,RegionF,0.0,9.0,117.0,282.0,367.02999999999884,134.8341750841751,251.0
test,2375,direct_mean,2393,Region,RegionF,0.0,10.0,120.0,285.0,371.0,134.8341750841751,246.0
test,2375,direct_mean,2394,Region,RegionF,0.0,10.0,117.0,284.0,369.0,134.8341750841751,356.0
test,2375,direct_mean,2395,Region,RegionF,0.0,11.0,118.0,286.0,383.02999999999884,134.8341750841751,149.0
test,2375,direct_mean,2396,Region,RegionF,0.0,11.0,120.0,282.1900000000023,369.0,134.8341750841751,135.0
test,2375,direct_mean,2397,Region,RegionF,0.0,9.0,117.0,281.09500000000116,367.0,134.8341750841751,115.0
test,2375,direct_mean,2398,Region,RegionF,0.0,10.0,119.0,287.0,373.0,134.8341750841751,161.0
test,2375,direct_mean,2399,Region,RegionF,0.0,12.0,119.0,284.09500000000116,377.0,134.8341750841751,272.0
test,2375,direct_mean,2376,System,System,256.0,351.0,593.0,890.0950000000012,1027.0599999999977,612.8640572390573,473.0
test,2375,direct_mean,2377,System,System,268.0,356.0,590.5,893.0,1024.0,612.8640572390573,1092.0
test,2375,direct_mean,2378,System,System,261.93999999999994,353.0,591.0,897.0,1029.0,612.8640572390573,923.0
test,2375,direct_mean,2379,System,System,257.0,353.0,593.0,898.0950000000012,1042.0,612.8640572390573,662.0
test,2375,direct_mean,2380,System,System,262.96999999999997,356.0,593.0,899.0,1035.0299999999988,612.8640572390573,869.0
test,2375,direct_mean,2381,System,System,256.0,353.0,593.0,899.0,1040.0599999999977,612.8640572390573,786.0
test,2375,direct_mean,2382,System,System,256.0,354.0,593.0,893.0,1032.0,612.8640572390573,461.0
test,2375,direct_mean,2383,System,System,259.0,353.0,593.0,898.0,1038.0,612.8640572390573,674.0
test,2375,direct_mean,2384,System,System,263.0,356.0,593.0,903.0,1040.0,612.8640572390573,536.0
test,2375,direct_mean,2385,System,System,259.0,353.0,589.0,897.0,1038.0,612.8640572390573,732.0
test,2375,direct_mean,2386,System,System,268.0,357.0,593.0,894.0,1038.0,612.8640572390573,646.0
test,2375,direct_mean,2387,System,System,260.0,348.0,591.0,898.0,1038.0599999999977,612.8640572390573,994.0
test,2375,direct_mean,2388,System,System,263.0,359.0,595.0,894.0,1031.0,612.8640572390573,669.0
test,2375,direct_mean,2389,System,System,256.0,353.0,593.0,894.0,1025.0,612.8640572390573,594.0
test,2375,direct_mean,2390,System,System,256.0,353.0,591.0,900.0,1040.0,612.8640572390573,1049.0
test,2375,direct_mean,2391,System,System,262.0,356.0,591.0,900.0,1038.0599999999977,612.8640572390573,781.0
test,2375,direct_mean,2392,System,System,259.0,353.0,593.5,895.0,1038.0,612.8640572390573,723.0
test,2375,direct_mean,2393,System,System,262.0,353.0,591.5,900.0,1036.0,612.8640572390573,358.0
test,2375,direct_mean,2394,System,System,257.0,350.0,591.0,894.0,1036.0599999999977,612.8640572390573,987.0
test,2375,direct_mean,2395,System,System,268.0,355.0,595.0,908.0,1053.0,612.8640572390573,733.0
test,2375,direct_mean,2396,System,System,269.0,353.0,589.0,890.0950000000012,1042.0,612.8640572390573,722.0
test,2375,direct_mean,2397,System,System,257.0,353.0,592.0,898.0,1038.0,612.8640572390573,573.0
test,2375,direct_mean,2398,System,System,264.0,354.0,594.0,908.0,1046.0,612.8640572390573,867.0
test,2375,direct_mean,2399,System,System,264.96999999999997,354.0,594.0,906.0,1040.0,612.8640572390573,545.0
